"lumped_element_capacitance [pF]","Freq [GHz]","mag(S(2,1)) []"
0.065,9,0.993578846273886
0.065,9.04081632653061,0.993239629510536
0.065,9.08163265306122,0.992872911083949
0.065,9.12244897959184,0.992475887147271
0.065,9.16326530612245,0.992045223120568
0.065,9.20408163265306,0.991576229000792
0.065,9.24489795918367,0.991062079433822
0.065,9.28571428571428,0.990511703819746
0.065,9.3265306122449,0.989912083791868
0.065,9.36734693877551,0.989254320706696
0.065,9.40816326530612,0.988533149525035
0.065,9.44897959183674,0.987741373409182
0.065,9.48979591836735,0.986870338429212
0.065,9.53061224489796,0.985909923806617
0.065,9.57142857142857,0.984848340122736
0.065,9.61224489795918,0.983671833975123
0.065,9.65306122448979,0.9823643120274
0.065,9.69387755102041,0.980906875024285
0.065,9.73469387755102,0.979277243239844
0.065,9.77551020408163,0.977449048460515
0.065,9.81632653061225,0.975390961809075
0.065,9.85714285714286,0.97306562194589
0.065,9.89795918367347,0.970428327361483
0.065,9.93877551020408,0.967425468326203
0.065,9.97959183673469,0.963992723648152
0.065,10.0204081632653,0.960053211834221
0.065,10.0612244897959,0.955516327631816
0.065,10.1020408163265,0.950279921144289
0.065,10.1428571428571,0.944246143578443
0.065,10.1836734693878,0.937391952731195
0.065,10.2244897959184,0.929895513831836
0.065,10.265306122449,0.920319654144397
0.065,10.3061224489796,0.907367139282041
0.065,10.3469387755102,0.892729099896064
0.065,10.3877551020408,0.875840988937271
0.065,10.4285714285714,0.856152486370879
0.065,10.469387755102,0.833372736963408
0.065,10.5102040816327,0.807564368326274
0.065,10.5510204081633,0.779401557550342
0.065,10.5918367346939,0.750520273072234
0.065,10.6326530612245,0.723781884951131
0.065,10.6734693877551,0.703088052875542
0.065,10.7142857142857,0.692369970640075
0.065,10.7551020408163,0.693930239597698
0.065,10.7959183673469,0.707235948096862
0.065,10.8367346938776,0.729241856163842
0.065,10.8775510204082,0.755926608605864
0.065,10.9183673469388,0.78376422987283
0.065,10.9591836734694,0.810380196311297
0.065,11,0.834514538867208
0.0722916666666667,9,0.993011556611905
0.0722916666666667,9.04081632653061,0.992611132814741
0.0722916666666667,9.08163265306122,0.992176079671112
0.0722916666666667,9.12244897959184,0.991702562821014
0.0722916666666667,9.16326530612245,0.991185930173116
0.0722916666666667,9.20408163265306,0.990619190283809
0.0722916666666667,9.24489795918367,0.989990237315527
0.0722916666666667,9.28571428571428,0.989316825194654
0.0722916666666667,9.3265306122449,0.988580493345422
0.0722916666666667,9.36734693877551,0.987765397636615
0.0722916666666667,9.40816326530612,0.986863989111084
0.0722916666666667,9.44897959183674,0.985865647388319
0.0722916666666667,9.48979591836735,0.984757303752406
0.0722916666666667,9.53061224489796,0.983523408155467
0.0722916666666667,9.57142857142857,0.982145553435181
0.0722916666666667,9.61224489795918,0.980601916235451
0.0722916666666667,9.65306122448979,0.978866531587178
0.0722916666666667,9.69387755102041,0.976908376189895
0.0722916666666667,9.73469387755102,0.974690215934834
0.0722916666666667,9.77551020408163,0.972167157907067
0.0722916666666667,9.81632653061225,0.96928483217924
0.0722916666666667,9.85714285714286,0.965977115235139
0.0722916666666667,9.89795918367347,0.962163301068372
0.0722916666666667,9.93877551020408,0.957744645155512
0.0722916666666667,9.97959183673469,0.952600297256094
0.0722916666666667,10.0204081632653,0.946582933347468
0.0722916666666667,10.0612244897959,0.939515306068643
0.0722916666666667,10.1020408163265,0.931191901617272
0.0722916666666667,10.1428571428571,0.921400532970994
0.0722916666666667,10.1836734693878,0.910014211129856
