"lumped_element_capacitance [pF]","Freq [GHz]","ang_deg(S(1,1)) [deg]"
0.1,10.46,23.1803008924782
0.1,10.47,16.4763156144319
0.1,10.48,9.464410329901
0.1,10.49,2.34756761030816
0.1,10.5,-4.65282531743175
0.1,10.51,-11.3359256996946
0.1,10.52,-17.5520125813543
0.1,10.53,-23.2145892283429
0.1,10.54,-28.2949401448254
0.1,10.55,-32.8070694972512
0.1,10.56,-36.7910834201462
0.1,10.57,-40.2996331927679
0.1,10.58,-43.3887049712016
0.1,10.59,-46.1122163700626
0.1,10.6,-48.5193213823355
0.1,10.61,-50.6534059483202
0.1,10.62,-52.5520323390429
0.1,10.63,-54.2473566553085
0.1,10.64,-55.7667400790706
0.1,10.65,-57.1334019503343
0.1,10.66,-58.3670391757629
0.1,10.67,-59.4843796589693
0.1,10.68,-60.4996604829227
0.1,10.69,-61.4250330126352
0.1,10.7,-62.2709021175634
0.1,10.71,-63.0462083615217
0.1,10.72,-63.758661974174
0.1,10.73,-64.4149366293693
0.1,10.74,-65.0208299989165
0.1,10.75,-65.5813969689395
0.1,10.76,-66.101060410666
0.1,10.77,-66.5837035299248
0.1,10.78,-67.0327470865835
0.1,10.79,-67.4512141673112
0.1,10.8,-67.8417846968609
0.1,10.81,-68.2068414675734
0.1,10.82,-68.5485091381073
0.1,10.83,-68.8686873864315
0.1,10.84,-69.1690791870637
0.1,10.85,-69.4512150084765
0.1,10.86,-69.7164735856285
0.1,10.87,-69.9660998080969
0.1,10.88,-70.2012201712159
0.1,10.89,-70.4228561616797
0.1,10.9,-70.6319358869941
0.1,10.91,-70.8293042072494
0.1,10.92,-71.0157315858117
0.1,10.93,-71.1919218410006
0.1,10.94,-71.3585189522487
0.1,10.95,-71.5161130505268
0.1,10.96,-71.6652457030964
0.1,10.97,-71.8064145861753
0.1,10.98,-71.9400776253222
0.1,10.99,-72.0666566717691
0.1,11,-72.1865407731932
0.1,11.01,-72.3000890891842
0.1,11.02,-72.4076334947181
0.1,11.03,-72.5094809090159
0.1,11.04,-72.6059153821619
0.1,11.05,-72.697199967543
0.1,11.06,-72.7835784045189
0.1,11.07,-72.8652766325745
0.1,11.08,-72.9425041555071
0.1,11.09,-73.0154552718695
0.1,11.1,-73.0843101858724
0.1,11.11,-73.149236011222
0.1,11.12,-73.2103876788316
0.1,11.13,-73.2679087580596
0.1,11.14,-73.3219321999525
0.1,11.15,-73.372581009991
0.1,11.16,-73.4199688569424
0.1,11.17,-73.4642006236617
0.1,11.18,-73.5053729049965
0.1,11.19,-73.5435744573521
0.1,11.2,-73.5788866039467
0.1,11.21,-73.6113835993005
0.1,11.22,-73.6411329560882
0.1,11.23,-73.6681957371099
0.1,11.24,-73.6926268147783
0.1,11.25,-73.7144751002271
0.1,11.26,-73.7337837438561
0.1,11.27,-73.7505903088714
0.1,11.28,-73.7649269191435
0.1,11.29,-73.7768203824808
0.1,11.3,-73.7862922902114
0.1,11.31,-73.7933590937642
0.1,11.32,-73.7980321587579
0.1,11.33,-73.8003177969097
0.1,11.34,-73.8002172759082
0.1,11.35,-73.7977268072027
0.1,11.36,-73.7928375114877
0.1,11.37,-73.7855353614647
0.1,11.38,-73.7758011012863
0.1,11.39,-73.7636101418614
0.1,11.4,-73.7489324310153
0.1,11.41,-73.7317322972391
0.1,11.42,-73.7119682655387
0.1,11.43,-73.6895928436075
0.1,11.44,-73.6645522762554
0.1,11.45,-73.6367862657007
0.1,11.46,-73.6062276549532
0.1,11.47,-73.5728020711232
0.1,11.48,-73.5364275250136
0.1,11.49,-73.497013962842
0.1,11.5,-73.4544627653419
0.1,11.51,-73.4086661888225
0.1,11.52,-73.3595067419921
0.1,11.53,-73.3068564914717
0.1,11.54,-73.2505762879117
0.1,11.55,-73.1905149034473
0.1,11.56,-73.1265080698805
0.1,11.57,-73.0583774054081
0.1,11.58,-72.9859292158736
0.1,11.59,-72.9089531544104
0.1,11.6,-72.8272207208272
0.1,11.61,-72.7404835791716
0.1,11.62,-72.6484716684556
0.1,11.63,-72.5508910774584
0.1,11.64,-72.4474216496994
0.1,11.65,-72.3377142789547
0.1,11.66,-72.2213878488505
0.1,11.67,-72.0980257619196
0.1,11.68,-71.9671719936876
0.1,11.69,-71.8283265955677
0.1,11.7,-71.6809405560535
0.1,11.71,-71.5244099123857
0.1,11.72,-71.3580689837459
0.1,11.73,-71.1811825711962
0.1,11.74,-70.9929369378227
0.1,11.75,-70.7924293433493
0.1,11.76,-70.5786558588484
0.1,11.77,-70.3504971266048
0.1,11.78,-70.1067016542806
0.1,11.79,-69.8458661370034
0.1,11.8,-69.5664121800728
0.1,11.81,-69.2665586410746
0.1,11.82,-68.9442886131955
0.1,11.83,-68.5973098178431
0.1,11.84,-68.2230068460565
0.1,11.85,-67.8183832597346
0.1,11.86,-67.3799910016427
0.1,11.87,-66.9038438209138
0.1,11.88,-66.3853104343195
0.1,11.89,-65.8189818241648
0.1,11.9,-65.1985052980026
0.1,11.91,-64.5163755321019
0.1,11.92,-63.7636695519355
0.1,11.93,-62.9297081413738
0.1,11.94,-62.0016200735711
0.1,11.95,-60.963777236877
0.1,11.96,-59.7970574683015
0.1,11.97,-58.4778769370762
0.1,11.98,-56.9769147481144
0.1,11.99,-55.2574297514705
0.1,12,-53.2730475625682
0.10875,8,-52.6517024922882
0.10875,8.01,-52.0368033471051
0.10875,8.02,-51.4040582027307
0.10875,8.03,-50.7527784338034
0.10875,8.04,-50.0822493365944
0.10875,8.05,-49.3917299578546
0.10875,8.06,-48.6804530967827
0.10875,8.07,-47.9476255150753
0.10875,8.08,-47.1924283948695
0.10875,8.09,-46.4140180896487
0.10875,8.1,-45.6115272188581
0.10875,8.11,-44.7840661629636
0.10875,8.12,-43.9307250219307
0.10875,8.13,-43.0505761064593
0.10875,8.14,-42.14267703757
0.10875,8.15,-41.206074536081
0.10875,8.16,-40.2398089887709
0.10875,8.17,-39.242919882174
0.10875,8.18,-38.2144521974624
0.10875,8.19,-37.1534638600671
0.10875,8.2,-36.0590343348095
0.10875,8.21,-34.930274450431
0.10875,8.22,-33.7663375255128
0.10875,8.23,-32.5664318497581
0.10875,8.24,-31.3298345493162
0.10875,8.25,-30.0559068311344
0.10875,8.26,-28.7441105582483
0.10875,8.27,-27.3940260547418
0.10875,8.28,-26.0053709755263
0.10875,8.29,-24.578020002464
0.10875,8.3,-23.1120250458811
0.10875,8.31,-21.6076355414689
0.10875,8.32,-20.0653183404788
0.10875,8.33,-18.4857766009206
0.10875,8.34,-16.8699670054966
0.10875,8.35,-15.2191145658038
0.10875,8.36,-13.5347242304031
0.10875,8.37,-11.8185885053652
0.10875,8.38,-10.0727903280619
0.10875,8.39,-8.29970051477414
0.10875,8.4,-6.50196923394809
0.10875,8.41,-4.68251113955188
0.10875,8.42,-2.84448402814508
0.10875,8.43,-0.991261149013015
0.10875,8.44,0.873602415894993
0.10875,8.45,2.74640859551439
0.10875,8.46,4.62335941889981
0.10875,8.47,6.50060314194319
0.10875,8.48,8.37428203329913
0.10875,8.49,10.2405803465406
0.10875,8.5,12.0957709948644
0.10875,8.51,13.9362595189278
0.10875,8.52,15.7586240908419
0.10875,8.53,17.5596505144016
0.10875,8.54,19.3363614445686
0.10875,8.55,21.0860393365455
0.10875,8.56,22.8062429247263
0.10875,8.57,24.4948173045234
0.10875,8.58,26.149897929497
0.10875,8.59,27.7699090310943
0.10875,8.6,29.3535571125621
0.10875,8.61,30.8998202610152
0.10875,8.62,32.4079340651656
0.10875,8.63,33.8773749267805
0.10875,8.64,35.3078415194054
0.10875,8.65,36.6992350869337
0.10875,8.66,38.0516391958111
0.10875,8.67,39.3652994658732
0.10875,8.68,40.6406037126755
0.10875,8.69,41.878062843987
0.10875,8.7,43.0782927687406
0.10875,8.71,44.2419975007428
0.10875,8.72,45.3699535733074
0.10875,8.73,46.4629958251977
0.10875,8.74,47.5220045727187
0.10875,8.75,48.5478941468651
0.10875,8.76,49.5416027471226
0.10875,8.77,50.5040835438136
0.10875,8.78,51.4362969475409
0.10875,8.79,52.3392039562693
0.10875,8.8,53.2137604867753
0.10875,8.81,54.0609125967165
0.10875,8.82,54.8815925055605
0.10875,8.83,55.676715326418
0.10875,8.84,56.4471764258404
0.10875,8.85,57.1938493344546
0.10875,8.86,57.9175841375135
0.10875,8.87,58.6192062807962
0.10875,8.88,59.2995157335733
0.10875,8.89,59.9592864564227
0.10875,8.9,60.5992661274291
0.10875,8.91,61.2201760856772
0.10875,8.92,61.8227114558994
0.10875,8.93,62.4075414226644
0.10875,8.94,62.9753096265951
0.10875,8.95,63.5266346587825
0.10875,8.96,64.0621106328518
0.10875,8.97,64.5823078170583
0.10875,8.98,65.0877733113638
0.10875,8.99,65.5790317567181
0.10875,9,66.0565860657459
0.10875,9.01,66.5209181657775
0.10875,9.02,66.9724897466557
0.10875,9.03,67.4117430070587
0.10875,9.04,67.8391013941939
0.10875,9.05,68.2549703326851
0.10875,9.06,68.6597379392971
0.10875,9.07,69.0537757208477
0.10875,9.08,69.4374392532544
0.10875,9.09,69.8110688401659
0.10875,9.1,70.1749901500608
0.10875,9.11,70.5295148310501
0.10875,9.12,70.8749411029155
0.10875,9.13,71.2115543261691
0.10875,9.14,71.5396275481158
0.10875,9.15,71.8594220260722
0.10875,9.16,72.171187728024
0.10875,9.17,72.4751638111126
0.10875,9.18,72.7715790784251
0.10875,9.19,73.0606524146222
0.10875,9.2,73.3425932009907
0.10875,9.21,73.617601710534
0.10875,9.22,73.885869483741
0.10875,9.23,74.1475796856789
0.10875,9.24,74.4029074450683
0.10875,9.25,74.6520201759829
0.10875,9.26,74.8950778828209
0.10875,9.27,75.13223344917
0.10875,9.28,75.3636329111808
0.10875,9.29,75.5894157160361
0.10875,9.3,75.8097149660859
0.10875,9.31,76.0246576491922
0.10875,9.32,76.2343648558047
0.10875,9.33,76.438951983256
0.10875,9.34,76.6385289277461
0.10875,9.35,76.8332002644514
0.10875,9.36,77.0230654161679
0.10875,9.37,77.2082188108701
0.10875,9.38,77.3887500285362
0.10875,9.39,77.5647439375623
0.10875,9.4,77.7362808210616
0.10875,9.41,77.9034364933078
0.10875,9.42,78.0662824065628
0.10875,9.43,78.2248857484872
0.10875,9.44,78.3793095303134
0.10875,9.45,78.5296126659212
0.10875,9.46,78.6758500419296
0.10875,9.47,78.818072578884
0.10875,9.48,78.9563272835899
0.10875,9.49,79.0906572926025
0.10875,9.5,79.2211019068582
0.10875,9.51,79.3476966173823
0.10875,9.52,79.470473121988
0.10875,9.53,79.589459332826
0.10875,9.54,79.7046793746113
0.10875,9.55,79.8161535733065
0.10875,9.56,79.923898434996
0.10875,9.57,80.0279266146304
0.10875,9.58,80.1282468742732
0.10875,9.59,80.2248640304166
0.10875,9.6,80.3177788898772
0.10875,9.61,80.4069881737071
0.10875,9.62,80.4924844284896
0.10875,9.63,80.574255924297
0.10875,9.64,80.6522865385108
0.10875,9.65,80.726555624596
0.10875,9.66,80.7970378648226
0.10875,9.67,80.8637031057992
0.10875,9.68,80.9265161755613
0.10875,9.69,80.9854366808004
0.10875,9.7,81.0404187826705
0.10875,9.71,81.0914109494105
0.10875,9.72,81.1383556838349
0.10875,9.73,81.1811892235088
0.10875,9.74,81.2198412111724
0.10875,9.75,81.2542343326951
0.10875,9.76,81.2842839195191
0.10875,9.77,81.3098975121904
0.10875,9.78,81.3309743811666
0.10875,9.79,81.3474050006292
0.10875,9.8,81.3590704705071
0.10875,9.81,81.3658418813184
0.10875,9.82,81.3675796157687
0.10875,9.83,81.3641325802653
0.10875,9.84,81.3553373586348
0.10875,9.85,81.3410172793192
0.10875,9.86,81.3209813861728
0.10875,9.87,81.2950233016562
0.10875,9.88,81.2629199696983
0.10875,9.89,81.2244302637336
0.10875,9.9,81.1792934433887
0.10875,9.91,81.1272274409306
0.10875,9.92,81.0679269558559
0.10875,9.93,81.0010613328024
0.10875,9.94,80.9262721942589
0.10875,9.95,80.8431707951865
0.10875,9.96,80.7513350615815
0.10875,9.97,80.6503062690029
0.10875,9.98,80.5395853100445
0.10875,9.99,80.4186284913807
0.10875,10,80.2868427911419
0.10875,10.01,80.1435804956484
0.10875,10.02,79.9881331205479
0.10875,10.03,79.8197245047231
0.10875,10.04,79.637502945337
0.10875,10.05,79.4405322183719
0.10875,10.06,79.2277813000767
0.10875,10.07,78.9981125697861
0.10875,10.08,78.7502682321846
0.10875,10.09,78.4828546456063
0.10875,10.1,78.1943241801802
0.10875,10.11,77.8829541529225
0.10875,10.12,77.5468222928747
0.10875,10.13,77.1837780739332
0.10875,10.14,76.791409110923
0.10875,10.15,76.3670016392945
0.10875,10.16,75.907493882656
0.10875,10.17,75.409420845514
0.10875,10.18,74.8688487395098
0.10875,10.19,74.2812968465856
0.10875,10.2,73.6416441267729
0.10875,10.21,72.9440172761601
0.10875,10.22,72.1816562187375
0.10875,10.23,71.3467521686793
0.10875,10.24,70.4302524400046
0.10875,10.25,69.4216251598174
0.10875,10.26,68.3085760860093
0.10875,10.27,67.0767091083981
0.10875,10.28,65.7091222499053
0.10875,10.29,64.1859330680501
0.10875,10.3,62.4837330747706
0.10875,10.31,60.5749832865141
0.10875,10.32,58.4273876198629
0.10875,10.33,56.003326195272
0.10875,10.34,53.2595096742574
0.10875,10.35,50.1471454735215
0.10875,10.36,46.6131025342604
0.10875,10.37,42.6028185778516
0.10875,10.38,38.0659421807521
0.10875,10.39,32.9657242806924
0.10875,10.4,27.292525150465
0.10875,10.41,21.079904935291
0.10875,10.42,14.4185115582105
0.10875,10.43,7.45990863254797
0.10875,10.44,0.403184575814914
0.10875,10.45,-6.53563279577771
0.10875,10.46,-13.1609957129001
0.10875,10.47,-19.3270385943161
0.10875,10.48,-24.9491160130942
0.10875,10.49,-29.9986119836961
0.10875,10.5,-34.4885226338591
0.10875,10.51,-38.4574673538799
0.10875,10.52,-41.9565604290236
0.10875,10.53,-45.0404220408003
0.10875,10.54,-47.7618524733096
0.10875,10.55,-50.169136480573
0.10875,10.56,-52.3050049511672
0.10875,10.57,-54.206536748614
0.10875,10.58,-55.9055363657253
0.10875,10.59,-57.4291120195003
0.10875,10.6,-58.8003027685261
0.10875,10.61,-60.0386782866572
0.10875,10.62,-61.1608777396243
0.10875,10.63,-62.1810773067706
0.10875,10.64,-63.1113875263502
0.10875,10.65,-63.9621868922133
0.10875,10.66,-64.7423999695278
0.10875,10.67,-65.4597284163128
0.10875,10.68,-66.1208426250591
0.10875,10.69,-66.7315407280882
0.10875,10.7,-67.2968806915649
0.10875,10.71,-67.8212902730695
0.10875,10.72,-68.3086587826353
0.10875,10.73,-68.7624138774819
0.10875,10.74,-69.1855860296338
0.10875,10.75,-69.5808628194903
0.10875,10.76,-69.9506348116407
0.10875,10.77,-70.2970344468073
0.10875,10.78,-70.6219691224215
0.10875,10.79,-70.9271494225812
0.10875,10.8,-71.2141132865441
0.10875,10.81,-71.4842467656896
0.10875,10.82,-71.7388019057503
0.10875,10.83,-71.9789121989675
0.10875,10.84,-72.205605975638
0.10875,10.85,-72.4198180429314
0.10875,10.86,-72.6223998283778
0.10875,10.87,-72.8141282438143
0.10875,10.88,-72.9957134512902
0.10875,10.89,-73.1678056840049
0.10875,10.9,-73.3310012517745
0.10875,10.91,-73.4858478408863
0.10875,10.92,-73.6328492017957
0.10875,10.93,-73.7724693043841
0.10875,10.94,-73.9051360289715
0.10875,10.95,-74.031244451548
0.10875,10.96,-74.1511597734974
0.10875,10.97,-74.2652199391308
0.10875,10.98,-74.3737379784559
0.10875,10.99,-74.4770041075807
0.10875,11,-74.5752876148774
0.10875,11.01,-74.6688385573513
0.10875,11.02,-74.7578892885379
0.10875,11.03,-74.842655836526
0.10875,11.04,-74.9233391484013
0.10875,11.05,-75.0001262153729
0.10875,11.06,-75.0731910911222
0.10875,11.07,-75.142695814395
0.10875,11.08,-75.2087912455457
0.10875,11.09,-75.2716178256057
0.10875,11.1,-75.3313062654357
0.10875,11.11,-75.3879781716675
0.10875,11.12,-75.4417466153483
0.10875,11.13,-75.4927166485523
0.10875,11.14,-75.5409857736056
0.10875,11.15,-75.5866443690638
0.10875,11.16,-75.6297760761032
0.10875,11.17,-75.6704581485782
0.10875,11.18,-75.7087617696279
0.10875,11.19,-75.7447523373795
0.10875,11.2,-75.7784897220119
0.10875,11.21,-75.8100284961588
0.10875,11.22,-75.8394181403994
0.10875,11.23,-75.8667032253681
0.10875,11.24,-75.8919235717958
0.10875,11.25,-75.9151143896263
0.10875,11.26,-75.9363063971713
0.10875,11.27,-75.9555259211028
0.10875,11.28,-75.9727949779335
0.10875,11.29,-75.9881313374861
0.10875,11.3,-76.0015485687136
0.10875,11.31,-76.0130560680912
0.10875,11.32,-76.0226590706711
0.10875,11.33,-76.0303586437437
0.10875,11.34,-76.0361516629247
0.10875,11.35,-76.0400307703308
0.10875,11.36,-76.0419843143746
0.10875,11.37,-76.0419962705373
0.10875,11.38,-76.0400461423359
0.10875,11.39,-76.0361088414971
0.10875,11.4,-76.0301545461906
0.10875,11.41,-76.0221485359381
0.10875,11.42,-76.0120510016073
0.10875,11.43,-75.9998168286334
0.10875,11.44,-75.9853953513366
0.10875,11.45,-75.9687300758873
0.10875,11.46,-75.9497583691122
0.10875,11.47,-75.9284111099445
0.10875,11.48,-75.9046122998555
0.10875,11.49,-75.8782786281011
0.10875,11.5,-75.8493189870173
0.10875,11.51,-75.8176339319343
0.10875,11.52,-75.7831150794931
0.10875,11.53,-75.7456444372635
0.10875,11.54,-75.7050936565281
0.10875,11.55,-75.6613231988961
0.10875,11.56,-75.6141814060231
0.10875,11.57,-75.5635034600947
0.10875,11.58,-75.5091102208229
0.10875,11.59,-75.4508069224989
0.10875,11.6,-75.3883817120139
0.10875,11.61,-75.321604005685
0.10875,11.62,-75.2502226390656
0.10875,11.63,-75.1739637795911
0.10875,11.64,-75.0925285667396
0.10875,11.65,-75.0055904382236
0.10875,11.66,-74.9127920933154
0.10875,11.67,-74.8137420355082
0.10875,11.68,-74.7080106259271
0.10875,11.69,-74.5951255658539
0.10875,11.7,-74.4745667107859
0.10875,11.71,-74.3457600989909
0.10875,11.72,-74.2080710535631
0.10875,11.73,-74.0607961874401
0.10875,11.74,-73.9031541041687
0.10875,11.75,-73.7342745415009
0.10875,11.76,-73.5531856475957
0.10875,11.77,-73.3587990074115
0.10875,11.78,-73.1498919453455
0.10875,11.79,-72.9250865135116
0.10875,11.8,-72.6828244253389
0.10875,11.81,-72.4213370008618
0.10875,11.82,-72.1386089387228
0.10875,11.83,-71.8323344007606
0.10875,11.84,-71.4998634608405
0.10875,11.85,-71.1381363922412
0.10875,11.86,-70.743602494116
0.10875,11.87,-70.3121191116193
0.10875,11.88,-69.8388250782535
0.10875,11.89,-69.3179808471967
0.10875,11.9,-68.7427648547897
0.10875,11.91,-68.1050118432286
0.10875,11.92,-67.3948734736959
0.10875,11.93,-66.6003738652217
0.10875,11.94,-65.7068216320168
0.10875,11.95,-64.6960239921767
0.10875,11.96,-63.5452253072576
0.10875,11.97,-62.2256588079141
0.10875,11.98,-60.7005522011509
0.10875,11.99,-58.9223612675863
0.10875,12,-56.8289200488175
0.1175,8,-50.516125842648
0.1175,8.01,-49.8596228003145
0.1175,8.02,-49.1845708201616
0.1175,8.03,-48.4903082377449
0.1175,8.04,-47.7761537722219
0.1175,8.05,-47.0414071422432
0.1175,8.06,-46.285349926069
0.1175,8.07,-45.5072467031065
0.1175,8.08,-44.7063465178276
0.1175,8.09,-43.8818847108319
0.1175,8.1,-43.0330851655778
0.1175,8.11,-42.1591630228537
0.1175,8.12,-41.2593279182364
0.1175,8.13,-40.3327878003694
0.1175,8.14,-39.3787533895762
0.1175,8.15,-38.3964433368094
0.1175,8.16,-37.3850901418015
0.1175,8.17,-36.3439468860704
0.1175,8.18,-35.2722948306281
0.1175,8.19,-34.1694519192789
0.1175,8.2,-33.0347822156601
0.1175,8.21,-31.8677062850822
0.1175,8.22,-30.6677125101797
0.1175,8.23,-29.4343693019147
0.1175,8.24,-28.1673381342484
0.1175,8.25,-26.8663872917138
0.1175,8.26,-25.5314061744319
0.1175,8.27,-24.162419955494
0.1175,8.28,-22.7596043322893
0.1175,8.29,-21.3233000581428
0.1175,8.3,-19.8540268860658
0.1175,8.31,-18.3524965057419
0.1175,8.32,-16.8196240119511
0.1175,8.33,-15.2565374118274
0.1175,8.34,-13.6645846642852
0.1175,8.35,-12.045337752111
0.1175,8.36,-10.4005933195795
0.1175,8.37,-8.73236946883157
0.1175,8.38,-7.04289839792494
0.1175,8.39,-5.33461468153997
0.1175,8.4,-3.61013913851276
0.1175,8.41,-1.87225839277749
0.1175,8.42,-0.123900407623235
0.1175,8.43,1.63189355284991
0.1175,8.44,3.39199991794389
0.1175,8.45,5.15324600220452
0.1175,8.46,6.91244452878715
0.1175,8.47,8.6664285514588
0.1175,8.48,10.4120858221671
0.1175,8.49,12.1463916791433
0.1175,8.5,13.8664396045205
0.1175,8.51,15.5694687145503
0.1175,8.52,17.2528875908336
0.1175,8.53,18.9142940267892
0.1175,8.54,20.5514904382242
0.1175,8.55,22.1624948590571
0.1175,8.56,23.7455476030172
0.1175,8.57,25.2991138115421
0.1175,8.58,26.8218822216695
0.1175,8.59,28.3127605725833
0.1175,8.6,29.7708681251309
0.1175,8.61,31.195525796614
0.1175,8.62,32.5862444165516
0.1175,8.63,33.9427115919875
0.1175,8.64,35.2647776378077
0.1175,8.65,36.5524409830503
0.1175,8.66,37.8058334126232
0.1175,8.67,39.0252054489762
0.1175,8.68,40.2109121232065
0.1175,8.69,41.3633993322384
0.1175,8.7,42.4831909298403
0.1175,8.71,43.5708766554296
0.1175,8.72,44.6271009664988
0.1175,8.73,45.6525528082218
0.1175,8.74,46.6479563272406
0.1175,8.75,47.6140625154513
0.1175,8.76,48.5516417532494
0.1175,8.77,49.4614772096388
0.1175,8.78,50.3443590481885
0.1175,8.79,51.2010793824937
0.1175,8.8,52.0324279219498
0.1175,8.81,52.8391882478144
0.1175,8.82,53.6221346602319
0.1175,8.83,54.3820295387599
0.1175,8.84,55.1196211616203
0.1175,8.85,55.8356419321617
0.1175,8.86,56.5308069646063
0.1175,8.87,57.2058129849301
0.1175,8.88,57.8613375065294
0.1175,8.89,58.4980382440794
0.1175,8.9,59.116552732598
0.1175,8.91,59.717498122171
0.1175,8.92,60.3014711220015
0.1175,8.93,60.8690480704368
0.1175,8.94,61.4207851103642
0.1175,8.95,61.9572184518705
0.1175,8.96,62.4788647063221
0.1175,8.97,62.9862212780649
0.1175,8.98,63.4797668017679
0.1175,8.99,63.9599616150684
0.1175,9,64.4272482576159
0.1175,9.01,64.8820519888999
0.1175,9.02,65.3247813183661
0.1175,9.03,65.7558285423186
0.1175,9.04,66.1755702829736
0.1175,9.05,66.5843680257804
0.1175,9.06,66.982568651788
0.1175,9.07,67.3705049624008
0.1175,9.08,67.7484961943631
0.1175,9.09,68.1168485232297
0.1175,9.1,68.4758555539511
0.1175,9.11,68.8257987975096
0.1175,9.12,69.1669481328024
0.1175,9.13,69.4995622532042
0.1175,9.14,69.8238890974168
0.1175,9.15,70.1401662643859
0.1175,9.16,70.4486214121882
0.1175,9.17,70.7494726409041
0.1175,9.18,71.0429288595843
0.1175,9.19,71.3291901374844
0.1175,9.2,71.608448039807
0.1175,9.21,71.8808859482293
0.1175,9.22,72.1466793665333
0.1175,9.23,72.4059962116761
0.1175,9.24,72.6589970906614
0.1175,9.25,72.9058355635742
0.1175,9.26,73.1466583931564
0.1175,9.27,73.3816057812883
0.1175,9.28,73.6108115927484
0.1175,9.29,73.8344035666063
0.1175,9.3,74.0525035155973
0.1175,9.31,74.2652275138115
0.1175,9.32,74.4726860730175
0.1175,9.33,74.6749843079167
0.1175,9.34,74.872222090611
0.1175,9.35,75.0644941945434
0.1175,9.36,75.2518904281463
0.1175,9.37,75.4344957584136
0.1175,9.38,75.6123904245845
0.1175,9.39,75.7856500421013
0.1175,9.4,75.9543456969804
0.1175,9.41,76.1185440307021
0.1175,9.42,76.2783073157022
0.1175,9.43,76.4336935215097
0.1175,9.44,76.5847563715546
0.1175,9.45,76.7315453906252
0.1175,9.46,76.8741059429262
0.1175,9.47,77.0124792606504
0.1175,9.48,77.1467024629392
0.1175,9.49,77.2768085650611
0.1175,9.5,77.4028264776038
0.1175,9.51,77.5247809954136
0.1175,9.52,77.6426927759819
0.1175,9.53,77.7565783069128
0.1175,9.54,77.8664498620524
0.1175,9.55,77.9723154457964
0.1175,9.56,78.0741787250262
0.1175,9.57,78.1720389480442
0.1175,9.58,78.2658908498017
0.1175,9.59,78.3557245426215
0.1175,9.6,78.4415253915209
0.1175,9.61,78.5232738731268
0.1175,9.62,78.6009454170657
0.1175,9.63,78.6745102285647
0.1175,9.64,78.7439330908667
0.1175,9.65,78.8091731458897
0.1175,9.66,78.8701836513848
0.1175,9.67,78.9269117126375
0.1175,9.68,78.9792979865393
0.1175,9.69,79.0272763555887
0.1175,9.7,79.0707735691133
0.1175,9.71,79.1097088486616
0.1175,9.72,79.1439934541698
0.1175,9.73,79.1735302070886
0.1175,9.74,79.1982129661966
0.1175,9.75,79.2179260513017
0.1175,9.76,79.2325436094381
0.1175,9.77,79.2419289174869
0.1175,9.78,79.245933614381
0.1175,9.79,79.2443968551703
0.1175,9.8,79.2371443782198
0.1175,9.81,79.2239874756542
0.1175,9.82,79.2047218558427
0.1175,9.83,79.1791263851835
0.1175,9.84,79.146961694695
0.1175,9.85,79.1079686348824
0.1175,9.86,79.0618665599925
0.1175,9.87,79.0083514200342
0.1175,9.88,78.9470936357615
0.1175,9.89,78.8777357281002
0.1175,9.9,78.7998896691655
0.1175,9.91,78.7131339169249
0.1175,9.92,78.6170100895964
0.1175,9.93,78.5110192288258
0.1175,9.94,78.3946175923848
0.1175,9.95,78.2672119072869
0.1175,9.96,78.1281540025457
0.1175,9.97,77.9767347268822
0.1175,9.98,77.812177040098
0.1175,9.99,77.6336281469479
0.1175,10,77.4401505184815
0.1175,10.01,77.2307116170944
0.1175,10.02,77.0041721068182
0.1175,10.03,76.7592722883664
0.1175,10.04,76.4946164474028
0.1175,10.05,76.208654742353
0.1175,10.06,75.8996621821676
0.1175,10.07,75.5657141515498
0.1175,10.08,75.2046578271515
0.1175,10.09,74.8140786881227
0.1175,10.1,74.3912611518755
0.1175,10.11,73.9331421533494
0.1175,10.12,73.4362562241116
0.1175,10.13,72.8966703052118
0.1175,10.14,72.3099061319765
0.1175,10.15,71.6708475457149
0.1175,10.16,70.9736295023832
0.1175,10.17,70.2115048500878
0.1175,10.18,69.3766841327256
0.1175,10.19,68.4601427620845
0.1175,10.2,67.4513889406985
0.1175,10.21,66.338184844091
0.1175,10.22,65.1062130564714
0.1175,10.23,63.7386806275395
0.1175,10.24,62.2158553621929
0.1175,10.25,60.5145348358581
0.1175,10.26,58.6074612255861
0.1175,10.27,56.4627195467701
0.1175,10.28,54.0432016083519
0.1175,10.29,51.3062953062722
0.1175,10.3,48.2040846323684
0.1175,10.31,44.6845338454638
0.1175,10.32,40.6943733106286
0.1175,10.33,36.1846348333092
0.1175,10.34,31.1197918912203
0.1175,10.35,25.4908248682508
0.1175,10.36,19.3307166515248
0.1175,10.37,12.7278058786404
0.1175,10.38,5.82953591839526
0.1175,10.39,-1.17021894493982
0.1175,10.4,-8.06034797360319
0.1175,10.41,-14.6485488336011
0.1175,10.42,-20.7899159953493
0.1175,10.43,-26.3987979945629
0.1175,10.44,-31.4444409189026
0.1175,10.45,-35.9373919179957
0.1175,10.46,-39.914041041893
0.1175,10.47,-43.4237201305412
0.1175,10.48,-46.5197408441085
0.1175,10.49,-49.2540012592682
0.1175,10.5,-51.6741960636153
0.1175,10.51,-53.8226904097273
0.1175,10.52,-55.7363515621536
0.1175,10.53,-57.44687479414
