"Freq [GHz]","ang_deg(S(2,1)) [deg]"
8,175.389141961169
8.05714285714286,168.039841481861
8.11428571428571,160.701955723913
8.17142857142857,153.374548593914
8.22857142857143,146.055811033117
8.28571428571429,138.743113261972
8.34285714285714,131.433026049078
8.4,124.121305387589
8.45714285714286,116.802835337747
8.51428571428571,109.47152329826
8.57142857142857,102.120139761396
8.62857142857143,94.7400893728451
8.68571428571429,87.3210902951505
8.74285714285714,79.8507231692637
8.8,72.3137887126438
8.85714285714286,64.6913833880976
8.91428571428571,56.959562080208
8.97142857142857,49.0873949735369
9.02857142857143,41.0341215447013
9.08571428571429,32.7449214226743
9.14285714285714,24.1445017157402
9.2,15.1271520611856
9.25714285714286,5.54101610973609
9.31428571428571,-4.83699463614326
9.37142857142857,-16.3403754241807
9.42857142857143,-29.468008900236
9.48571428571429,-44.9312852126449
9.54285714285714,-63.5615937421312
9.6,-85.6851581140666
9.65714285714286,-109.66547962011
9.71428571428571,-130.935978317661
9.77142857142857,-140.571397780905
9.82857142857143,-147.205742546214
9.88571428571428,116.122370707608
9.94285714285714,86.9914328944768
10,48.3320491411564
10.0571428571429,31.422510267214
10.1142857142857,8.56857879359065
10.1714285714286,-10.1589730992645
10.2285714285714,-24.9754469949525
10.2857142857143,-37.2340289322305
10.3428571428571,-47.8628442115856
10.4,-57.4187283177854
10.4571428571429,-66.2385015870524
10.5142857142857,-74.5336473276659
10.5714285714286,-82.4424879513366
10.6285714285714,-90.0589487071166
10.6857142857143,-97.4489108697019
10.7428571428571,-104.659867487527
10.8,-111.726843749032
10.8571428571429,-118.676158099498
10.9142857142857,-125.527891376689
10.9714285714286,-132.297557808448
11.0285714285714,-138.99726832674
11.0857142857143,-145.63656212813
11.1428571428571,-152.223015851411
11.2,-158.762699913419
11.2571428571429,-165.26052706794
11.3142857142857,-171.720522858456
11.3714285714286,-178.146037758618
11.4285714285714,175.460085642771
11.4857142857143,169.095381298976
11.5428571428571,162.757657909991
11.6,156.444922254969
11.6571428571429,150.155324479308
11.7142857142857,143.887122983023
11.7714285714286,137.638667086513
11.8285714285714,131.408395974737
11.8857142857143,125.194852594914
11.9428571428571,118.996711238036
12,112.812817482458
