"lumped_element_capacitance [pF]","Freq [GHz]","mag(S(1,1)) []"
0.07375,8.75,0.0102730155468733
0.07375,8.76,0.0105120639729273
0.07375,8.77,0.0107563785253898
0.07375,8.78,0.0110056683111085
0.07375,8.79,0.0112596647254878
0.07375,8.8,0.0115181202463572
0.07375,8.81,0.0117808072023368
0.07375,8.82,0.0120475165441977
0.07375,8.83,0.01231805664051
0.07375,8.84,0.0125922521129795
0.07375,8.85,0.0128699427221418
0.07375,8.86,0.0131509823103363
0.07375,8.87,0.0134352378059722
0.07375,8.88,0.0137225882908693
0.07375,8.89,0.0140129241307886
0.07375,8.9,0.0143061461680416
0.07375,8.91,0.0146021649742078
0.07375,8.92,0.0149009001603929
0.07375,8.93,0.01520227974209
0.07375,8.94,0.0155062395554944
0.07375,8.95,0.0158127227220368
0.07375,8.96,0.0161216791578972
0.07375,8.97,0.0164330651253375
0.07375,8.98,0.0167468428227987
0.07375,8.99,0.0170629800108526
0.07375,9,0.0173814496712667
0.07375,9.01,0.0177022296966033
0.07375,9.02,0.0180253026079616
0.07375,9.03,0.018350655298637
0.07375,9.04,0.0186782788016495
0.07375,9.05,0.0190081680792541
0.07375,9.06,0.0193403218327042
0.07375,9.07,0.0196747423306844
0.07375,9.08,0.0200114352549707
0.07375,9.09,0.0203504095620022
0.07375,9.1,0.0206916773591682
0.07375,9.11,0.0210352537947267
0.07375,9.12,0.0213811569603729
0.07375,9.13,0.0217294078055667
0.07375,9.14,0.0220800300628201
0.07375,9.15,0.0224330501832215
0.07375,9.16,0.0227884972815479
0.07375,9.17,0.0231464030903838
0.07375,9.18,0.0235068019227288
0.07375,9.19,0.0238697306426283
0.07375,9.2,0.024235228643421
0.07375,9.21,0.0246033378332404
0.07375,9.22,0.024974102627453
0.07375,9.23,0.0253475699477603
0.07375,9.24,0.0257237892277281
0.07375,9.25,0.0261028124245418
0.07375,9.26,0.0264846940368258
0.07375,9.27,0.0268694911283877
0.07375,9.28,0.0272572633577886
0.07375,9.29,0.0276480730136606
0.07375,9.3,0.0280419850557265
0.07375,9.31,0.0284390671614974
0.07375,9.32,0.0288393897786557
0.07375,9.33,0.0292430261831476
0.07375,9.34,0.0296500525430427
0.07375,9.35,0.0300605479882338
0.07375,9.36,0.0304745946860788
0.07375,9.37,0.0308922779231083
0.07375,9.38,0.0313136861929475
0.07375,9.39,0.0317389112906232
0.07375,9.4,0.0321680484134529
0.07375,9.41,0.0326011962687371
0.07375,9.42,0.0330384571885027
0.07375,9.43,0.0334799372515711
0.07375,9.44,0.0339257464132537
0.07375,9.45,0.0343759986430036
0.07375,9.46,0.0348308120703874
0.07375,9.47,0.03529030913977
0.07375,9.48,0.0357546167741383
0.07375,9.49,0.036223866548528
0.07375,9.5,0.0366981948735542
0.07375,9.51,0.0371777431895897
0.07375,9.52,0.0376626581721715
0.07375,9.53,0.0381530919492719
0.07375,9.54,0.0386492023311111
0.07375,9.55,0.0391511530532476
0.07375,9.56,0.0396591140337364
0.07375,9.57,0.0401732616452088
0.07375,9.58,0.0406937790027918
0.07375,9.59,0.0412208562688593
0.07375,9.6,0.0417546909756806
0.07375,9.61,0.042295488367123
0.07375,9.62,0.0428434617606461
0.07375,9.63,0.0433988329309316
0.07375,9.64,0.0439618325165972
0.07375,9.65,0.0445327004515568
0.07375,9.66,0.0451116864227193
0.07375,9.67,0.0456990503558515
0.07375,9.68,0.0462950629315868
0.07375,9.69,0.0469000061337158
0.07375,9.7,0.0475141738320823
0.07375,9.71,0.0481378724025983
0.07375,9.72,0.0487714213871055
0.07375,9.73,0.0494151541960446
0.07375,9.74,0.0500694188571512
0.07375,9.75,0.0507345788136773
0.07375,9.76,0.0514110137759419
0.07375,9.77,0.0520991206303622
0.07375,9.78,0.0527993144104791
0.07375,9.79,0.0535120293349116
0.07375,9.8,0.0542377199176189
0.07375,9.81,0.0549768621563569
0.07375,9.82,0.0557299548057612
0.07375,9.83,0.0564975207421057
0.07375,9.84,0.0572801084274576
0.07375,9.85,0.0580782934817018
0.07375,9.86,0.0588926803717392
0.07375,9.87,0.0597239042280888
0.07375,9.88,0.0605726328001495
0.07375,9.89,0.061439568562525
0.07375,9.9,0.062325450986088
0.07375,9.91,0.0632310589888926
0.07375,9.92,0.0641572135836265
0.07375,9.93,0.0651047807400872
0.07375,9.94,0.0660746744831558
0.07375,9.95,0.0670678602489933
0.07375,9.96,0.0680853585246948
0.07375,9.97,0.0691282487994778
0.07375,9.98,0.0701976738586742
0.07375,9.99,0.0712948444553984
0.07375,10,0.0724210443988434
0.07375,10.01,0.073577636102763
0.07375,10.02,0.0747660666429295
0.07375,10.03,0.0759878743782904
0.07375,10.04,0.077244696197298
0.07375,10.05,0.0785382754585709
0.07375,10.06,0.0798704707038224
0.07375,10.07,0.0812432652310024
0.07375,10.08,0.0826587776270882
0.07375,10.09,0.0841192733730973
0.07375,10.1,0.0856271776490205
0.07375,10.11,0.0871850894837473
0.07375,10.12,0.0887957974151156
0.07375,10.13,0.0904622968483389
0.07375,10.14,0.0921878093278584
0.07375,10.15,0.0939758039686817
0.07375,10.16,0.0958300213292992
0.07375,10.17,0.0977545000501549
0.07375,10.18,0.0997536066304705
0.07375,10.19,0.101832068773166
0.07375,10.2,0.103995012794223
0.07375,10.21,0.106248005670767
0.07375,10.22,0.108597102393581
0.07375,10.23,0.111048899397023
0.07375,10.24,0.11361059496547
0.07375,10.25,0.116290057663746
0.07375,10.26,0.119095904013599
0.07375,10.27,0.122037586843839
0.07375,10.28,0.125125495983571
0.07375,10.29,0.1283710732522
0.07375,10.3,0.131786944033217
0.07375,10.31,0.135387068108376
0.07375,10.32,0.139186912881846
0.07375,10.33,0.143203652646438
0.07375,10.34,0.147456398139883
0.07375,10.35,0.151966461306763
0.07375,10.36,0.156757660910172
0.07375,10.37,0.161856675397792
0.07375,10.38,0.167293450161853
0.07375,10.39,0.173101666932853
0.07375,10.4,0.179319283321065
0.07375,10.41,0.185989150137526
0.07375,10.42,0.193159712531136
0.07375,10.43,0.200885797243212
0.07375,10.44,0.209229480875728
0.07375,10.45,0.218261020484161
0.07375,10.46,0.228059803950304
0.07375,10.47,0.238715236839529
0.07375,10.48,0.250327414170657
0.07375,10.49,0.263007312893039
0.07375,10.5,0.276876057800878
0.07375,10.51,0.292062521179665
0.07375,10.52,0.308698060234258
0.07375,10.53,0.326906509770214
0.07375,10.54,0.346786575048715
0.07375,10.55,0.368382540309064
0.07375,10.56,0.39163802333117
0.07375,10.57,0.416327335152476
0.07375,10.58,0.441962140486927
0.07375,10.59,0.467681756863136
0.07375,10.6,0.492158616147045
0.07375,10.61,0.513585672254875
0.07375,10.62,0.5298396017212
0.07375,10.63,0.538882422209703
0.07375,10.64,0.539329665909835
0.07375,10.65,0.530932646159429
0.07375,10.66,0.514684148574337
0.07375,10.67,0.492473711889091
0.07375,10.68,0.466510123670348
0.07375,10.69,0.438815508356958
0.07375,10.7,0.410953896651328
0.07375,10.71,0.383980071743919
0.07375,10.72,0.35851473456444
0.07375,10.73,0.334860216896743
0.07375,10.74,0.313108532605471
0.07375,10.75,0.293224491431623
0.07375,10.76,0.275103053777795
0.07375,10.77,0.258606126319357
0.07375,10.78,0.243584824031351
0.07375,10.79,0.229892164315455
0.07375,10.8,0.217389760149472
0.07375,10.81,0.205950892989522
0.07375,10.82,0.195461484115203
0.07375,10.83,0.185819903069365
0.07375,10.84,0.176936178562203
0.07375,10.85,0.168730943743124
0.07375,10.86,0.161134304678461
0.07375,10.87,0.154084734691023
0.07375,10.88,0.147528046193922
0.07375,10.89,0.14141646207713
0.07375,10.9,0.13570779207045
0.07375,10.91,0.130364710586742
0.07375,10.92,0.125354128162254
0.07375,10.93,0.120646646833238
0.07375,10.94,0.116216089465397
0.07375,10.95,0.112039093499997
0.07375,10.96,0.108094760396247
0.07375,10.97,0.104364353004253
0.07375,10.98,0.100831034069243
0.07375,10.99,0.097479639979727
0.07375,11,0.0942964846990811
0.07375,11.01,0.0912691895514304
0.07375,11.02,0.0883865351692453
0.07375,11.03,0.0856383324582839
0.07375,11.04,0.0830153099042016
0.07375,11.05,0.0805090149440437
0.07375,11.06,0.0781117274642246
0.07375,11.07,0.0758163837732334
0.07375,11.08,0.0736165096398213
0.07375,11.09,0.0715061611926542
0.07375,11.1,0.0694798726510632
0.07375,11.11,0.0675326100036766
0.07375,11.12,0.0656597298764015
0.07375,11.13,0.0638569429371756
0.07375,11.14,0.0621202812748967
0.07375,11.15,0.060446069266661
0.07375,11.16,0.0588308975128015
0.07375,11.17,0.0572715994751518
0.07375,11.18,0.0557652305017661
0.07375,11.19,0.0543090489624046
0.07375,11.2,0.0529004992543074
0.07375,11.21,0.0515371964681828
0.07375,11.22,0.0502169125304759
0.07375,11.23,0.0489375636606348
0.07375,11.24,0.0476971990016546
0.07375,11.25,0.0464939902991898
0.07375,11.26,0.0453262225192551
0.07375,11.27,0.0441922853074101
0.07375,11.28,0.0430906652035097
0.07375,11.29,0.0420199385358875
0.07375,11.3,0.0409787649274139
0.07375,11.31,0.0399658813533662
0.07375,11.32,0.038980096697644
0.07375,11.33,0.0380202867596502
0.07375,11.34,0.0370853896692813
0.07375,11.35,0.0361744016719456
0.07375,11.36,0.0352863732495427
0.07375,11.37,0.0344204055468265
0.07375,11.38,0.0335756470757193
0.07375,11.39,0.0327512906729028
0.07375,11.4,0.0319465706884794
0.07375,11.41,0.0311607603856885
0.07375,11.42,0.03039316953362
0.07375,11.43,0.0296431421766045
0.07375,11.44,0.0289100545655312
0.07375,11.45,0.0281933132377305
0.07375,11.46,0.0274923532333155
0.07375,11.47,0.0268066364370014
0.07375,11.48,0.0261356500354315
0.07375,11.49,0.0254789050809421
0.07375,11.5,0.0248359351535344
0.07375,11.51,0.0242062951135446
0.07375,11.52,0.0235895599381892
0.07375,11.53,0.022985323635758
0.07375,11.54,0.0223931982317919
0.07375,11.55,0.0218128128220722
0.07375,11.56,0.0212438126877184
0.07375,11.57,0.0206858584681019
0.07375,11.58,0.0201386253876758
0.07375,11.59,0.0196018025331709
0.07375,11.6,0.0190750921779417
0.07375,11.61,0.018558209150548
0.07375,11.62,0.018050880244952
0.07375,11.63,0.0175528436699721
0.07375,11.64,0.0170638485359092
0.07375,11.65,0.0165836543764929
0.07375,11.66,0.0161120307045555
0.07375,11.67,0.015648756600073
0.07375,11.68,0.0151936203294615
0.07375,11.69,0.0147464189952643
0.07375,11.7,0.0143069582156255
0.07375,11.71,0.0138750518332258
0.07375,11.72,0.0134505216536517
0.07375,11.73,0.0130331972135044
0.07375,11.74,0.0126229155789257
0.07375,11.75,0.012219521175643
0.07375,11.76,0.0118228656521292
0.07375,11.77,0.0114328077780473
0.07375,11.78,0.011049213380845
0.07375,11.79,0.0106719553241791
0.07375,11.8,0.0103009135328566
0.07375,11.81,0.00993597507019727
0.07375,11.82,0.00957703427523018
0.07375,11.83,0.00922399296899949
0.07375,11.84,0.00887676074159207
0.07375,11.85,0.00853525533442424
0.07375,11.86,0.00819940313603311
0.07375,11.87,0.00786913981432658
0.07375,11.88,0.00754441111427377
0.07375,11.89,0.00722517385775742
0.07375,11.9,0.00691139719232882
0.07375,11.91,0.00660306414859934
0.07375,11.92,0.00630017358297383
0.07375,11.93,0.00600274260464998
0.07375,11.94,0.0057108096150146
0.07375,11.95,0.00542443812602772
0.07375,11.96,0.0051437215748599
0.07375,11.97,0.00486878941866351
0.07375,11.98,0.00459981488042825
0.07375,11.99,0.00433702482930249
0.07375,12,0.00408071242080066
0.0825,8,0.0194215609776239
0.0825,8.01,0.019094296552127
0.0825,8.02,0.0187691129830616
0.0825,8.03,0.018446051739343
