"Freq [GHz]","ang_deg(S(1,1)) [deg]"
8,-14.9920063102769
8.05714285714286,-9.71918014300573
8.11428571428571,-4.20193869127896
8.17142857142857,1.48347066758154
8.22857142857143,7.24257784272069
8.28571428571429,12.9714129548272
8.34285714285714,18.567619488263
8.4,23.9411088078548
8.45714285714286,29.0216160522403
8.51428571428571,33.7618585483264
8.57142857142857,38.1366084564253
8.62857142857143,42.1390351873497
8.68571428571429,45.7758884485672
8.74285714285714,49.0627328230981
8.8,52.0199045343868
8.85714285714286,54.6694068141013
8.91428571428571,57.0326798602735
8.97142857142857,59.1290522449351
9.02857142857143,60.9746449910476
9.08571428571429,62.5815047821616
9.14285714285714,63.9567521257084
9.2,65.1015184135111
9.25714285714286,66.0093888440381
9.31428571428571,66.6639295582815
9.37142857142857,67.034583695092
9.42857142857143,67.0696093135038
9.48571428571429,66.6834179783483
9.54285714285714,65.7326955041118
9.6,63.9684870034923
9.65714285714286,60.9328037768496
9.71428571428571,55.7179915317552
9.77142857142857,46.3852526947489
9.82857142857143,28.8720359951039
9.88571428571428,-0.954228411607849
9.94285714285714,-32.5291419557654
10,-52.2414610880354
10.0571428571429,-62.9023897840403
10.1142857142857,-69.0118849887746
10.1714285714286,-72.8031345452108
10.2285714285714,-75.3148194159054
10.2857142857143,-77.0667557780476
10.3428571428571,-78.3417040020871
10.4,-79.3051049579315
10.4571428571429,-80.0599013938061
10.5142857142857,-80.6736263575973
10.5714285714286,-81.1927285043926
10.6285714285714,-81.6506097948354
10.6857142857143,-82.0723784888531
10.7428571428571,-82.4778001540562
10.8,-82.8832211743403
10.8571428571429,-83.3028909507212
10.9142857142857,-83.7499299044829
10.9714285714286,-84.2370953715524
11.0285714285714,-84.7774466549244
11.0857142857143,-85.3849846631595
11.1428571428571,-86.0753314447595
11.2,-86.8665166916389
11.2571428571429,-87.7799515656969
11.3142857142857,-88.8416977695085
11.3714285714286,-90.0841886393095
11.4285714285714,-91.5486432537404
11.4857142857143,-93.2885625161377
11.5428571428571,-95.374967592468
11.6,-97.904572578597
11.6571428571429,-101.013220553691
11.7142857142857,-104.89964988781
11.7714285714286,-109.872327855745
11.8285714285714,-116.458163300302
11.8857142857143,-125.72643114096
11.9428571428571,-140.725126315261
12,179.234412882225
