"lumped_element_capacitance [pF]","Freq [GHz]","ang_deg(S(1,1)) [deg]"
0.10875,10.04,96.5030495407082
0.10875,10.05,96.3307725723219
0.10875,10.06,96.1427038846444
0.10875,10.07,95.937705907396
0.10875,10.08,95.7145208953307
0.10875,10.09,95.4717552565384
0.10875,10.1,95.2078614105922
0.10875,10.11,94.9211167236442
0.10875,10.12,94.6095989735658
0.10875,10.13,94.2711576827795
0.10875,10.14,93.9033805143354
0.10875,10.15,93.5035537516106
0.10875,10.16,93.0686156658435
0.10875,10.17,92.5951013088777
0.10875,10.18,92.0790769393998
0.10875,10.19,91.5160618861087
0.10875,10.2,90.9009351555054
0.10875,10.21,90.2278234898644
0.10875,10.22,89.4899668590795
0.10875,10.23,88.6795565229495
0.10875,10.24,87.7875398408396
0.10875,10.25,86.8033849849258
0.10875,10.26,85.7147977578978
0.10875,10.27,84.5073820941014
0.10875,10.28,83.1642360607172
0.10875,10.29,81.6654772592572
0.10875,10.3,79.9876972453878
0.10875,10.31,78.1033570790224
0.10875,10.32,75.9801607199492
0.10875,10.33,73.5804883315714
0.10875,10.34,70.8610506180964
0.10875,10.35,67.7730550386646
0.10875,10.36,64.2633705766576
0.10875,10.37,60.277434995389
0.10875,10.38,55.764896913003
0.10875,10.39,50.6890073086716
0.10875,10.4,45.0401264963846
0.10875,10.41,38.8518146623179
0.10875,10.42,32.2147197702261
0.10875,10.43,25.2804054739092
0.10875,10.44,18.2479602311184
0.10875,10.45,11.333411898068
0.10875,10.46,4.73230828385967
0.10875,10.47,-1.40948499073066
0.10875,10.48,-7.00732245946166
0.10875,10.49,-12.0325880977122
0.10875,10.5,-16.4982779943627
0.10875,10.51,-20.4430115010782
0.10875,10.52,-23.9179028647137
0.10875,10.53,-26.9775722285908
0.10875,10.54,-29.6748198388392
0.10875,10.55,-32.0579304117285
0.10875,10.56,-34.1696347982993
0.10875,10.57,-36.0470118247511
0.10875,10.58,-37.7218659467868
0.10875,10.59,-39.2213053445075
0.10875,10.6,-40.5683690398116
0.10875,10.61,-41.7826266700724
0.10875,10.62,-42.8807173647462
0.10875,10.63,-43.8768172671067
0.10875,10.64,-44.783036879541
0.10875,10.65,-45.6097546602354
0.10875,10.66,-46.3658951388928
0.10875,10.67,-47.0591599382667
0.10875,10.68,-47.6962194157798
0.10875,10.69,-48.2828716688808
0.10875,10.7,-48.8241746290565
0.10875,10.71,-49.3245560194022
0.10875,10.72,-49.7879051156575
0.10875,10.73,-50.2176495409388
0.10875,10.74,-50.6168197333557
0.10875,10.75,-50.9881032395802
0.10875,10.76,-51.3338905906609
0.10875,10.77,-51.6563141939632
0.10875,10.78,-51.9572814137454
0.10875,10.79,-52.2385028011139
0.10875,10.8,-52.5015162625159
0.10875,10.81,-52.7477078167003
0.10875,10.82,-52.9783294769457
0.10875,10.83,-53.194514703218
0.10875,10.84,-53.3972917937123
0.10875,10.85,-53.5875955236728
0.10875,10.86,-53.7662772888754
0.10875,10.87,-53.9341139695761
0.10875,10.88,-54.0918156964129
0.10875,10.89,-54.2400326713434
0.10875,10.9,-54.3793611731105
0.10875,10.91,-54.5103488570949
0.10875,10.92,-54.6334994430107
0.10875,10.93,-54.7492768701638
0.10875,10.94,-54.8581089884611
0.10875,10.95,-54.9603908436423
0.10875,10.96,-55.0564876070021
0.10875,10.97,-55.1467371929221
0.10875,10.98,-55.2314526016399
0.10875,10.99,-55.310924019651
0.10875,11,-55.3854207058711
0.10875,11.01,-55.4551926880062
0.10875,11.02,-55.5204722904456
0.10875,11.03,-55.5814755122858
0.10875,11.04,-55.6384032717729
0.10875,11.05,-55.6914425314271
0.10875,11.06,-55.7407673163918
0.10875,11.07,-55.7865396370237
0.10875,11.08,-55.8289103254366
0.10875,11.09,-55.8680197945676
0.10875,11.1,-55.9039987273313
0.10875,11.11,-55.936968702556
0.10875,11.12,-55.9670427636318
0.10875,11.13,-55.9943259351173
0.10875,11.14,-56.0189156919669
0.10875,11.15,-56.0409023855048
0.10875,11.16,-56.0603696298163
0.10875,11.17,-56.0773946518042
0.10875,11.18,-56.0920486077943
0.10875,11.19,-56.1043968692386
0.10875,11.2,-56.1144992797768
0.10875,11.21,-56.1224103856387
0.10875,11.22,-56.1281796411356
0.10875,11.23,-56.1318515907666
0.10875,11.24,-56.1334660292606
0.10875,11.25,-56.133058140692
0.10875,11.26,-56.1306586176333
0.10875,11.27,-56.1262937611482
0.10875,11.28,-56.1199855622706
0.10875,11.29,-56.1117517654727
0.10875,11.3,-56.1016059144848
0.10875,11.31,-56.0895573806863
0.10875,11.32,-56.0756113741595
0.10875,11.33,-56.0597689373505
0.10875,11.34,-56.0420269211541
0.10875,11.35,-56.0223779430912
0.10875,11.36,-56.0008103270996
0.10875,11.37,-55.9773080243094
0.10875,11.38,-55.9518505140059
0.10875,11.39,-55.9244126838062
0.10875,11.4,-55.8949646878883
0.10875,11.41,-55.8634717819022
0.10875,11.42,-55.8298941329618
0.10875,11.43,-55.7941866028649
0.10875,11.44,-55.7562985024114
0.10875,11.45,-55.7161733143671
0.10875,11.46,-55.6737483822697
0.10875,11.47,-55.6289545618762
0.10875,11.48,-55.5817158315965
0.10875,11.49,-55.5319488577374
0.10875,11.5,-55.4795625097979
0.10875,11.51,-55.4244573203823
0.10875,11.52,-55.3665248835171
0.10875,11.53,-55.3056471842662
0.10875,11.54,-55.2416958515174
0.10875,11.55,-55.1745313245918
0.10875,11.56,-55.1040019229659
0.10875,11.57,-55.0299428067525
0.10875,11.58,-54.9521748136985
0.10875,11.59,-54.8705031562341
0.10875,11.6,-54.7847159594963
0.10875,11.61,-54.6945826181519
0.10875,11.62,-54.599851946207
0.10875,11.63,-54.5002500896541
0.10875,11.64,-54.3954781666302
0.10875,11.65,-54.2852095936086
0.10875,11.66,-54.1690870487242
0.10875,11.67,-54.0467190144323
0.10875,11.68,-53.917675830922
0.10875,11.69,-53.7814851786358
0.10875,11.7,-53.6376268923328
0.10875,11.71,-53.4855269896392
0.10875,11.72,-53.3245507731062
0.10875,11.73,-53.1539948352247
0.10875,11.74,-52.9730777591911
0.10875,11.75,-52.7809292625028
0.10875,11.76,-52.5765774731597
0.10875,11.77,-52.3589339560553
0.10875,11.78,-52.1267760156155
0.10875,11.79,-51.8787256840775
0.10875,11.8,-51.6132246550845
0.10875,11.81,-51.3285042289798
0.10875,11.82,-51.0225490848042
0.10875,11.83,-50.6930533648875
0.10875,11.84,-50.3373671236754
0.10875,11.85,-49.9524306151178
0.10875,11.86,-49.5346931191283
0.10875,11.87,-49.0800119617109
0.10875,11.88,-48.5835259573061
0.10875,11.89,-48.0394955401172
0.10875,11.9,-47.4410991275982
0.10875,11.91,-46.7801714431446
0.10875,11.92,-46.0468641292259
0.10875,11.93,-45.2292012862433
0.10875,11.94,-44.3124915098652
0.10875,11.95,-43.2785419997283
0.10875,11.96,-42.1045970990154
0.10875,11.97,-40.7618900200912
0.10875,11.98,-39.2136484517528
0.10875,11.99,-37.4123281564955
0.10875,12,-35.295763157873
0.1175,8,-39.0379860407366
0.1175,8.01,-38.3525809384425
0.1175,8.02,-37.6486633506235
0.1175,8.03,-36.9255713399138
0.1175,8.04,-36.1826233556032
0.1175,8.05,-35.4191188494832
0.1175,8.06,-34.6343391359171
0.1175,8.07,-33.8275485333334
0.1175,8.08,-32.9979958280997
0.1175,8.09,-32.1449161055432
0.1175,8.1,-31.2675329966401
0.1175,8.11,-30.3650613924441
0.1175,8.12,-29.4367106815066
0.1175,8.13,-28.4816885681135
0.1175,8.14,-27.4992055308604
0.1175,8.15,-26.4884799815635
0.1175,8.16,-25.4487441833726
0.1175,8.17,-24.3792509837399
0.1175,8.18,-23.2792814120924
0.1175,8.19,-22.1481531830953
0.1175,8.2,-20.9852301336566
0.1175,8.21,-19.7899326047341
0.1175,8.22,-18.5617487569521
0.1175,8.23,-17.3002467815722
0.1175,8.24,-16.0050879351324
0.1175,8.25,-14.6760402869877
0.1175,8.26,-13.3129930242952
0.1175,8.27,-11.9159711093657
0.1175,8.28,-10.4851500309609
0.1175,8.29,-9.02087033590201
0.1175,8.3,-7.52365157279068
0.1175,8.31,-5.99420522896626
0.1175,8.32,-4.43344619890275
0.1175,8.33,-2.8425022914373
0.1175,8.34,-1.22272126917045
0.1175,8.35,0.424325079469143
0.1175,8.36,2.09684030263528
0.1175,8.37,3.79280648871109
0.1175,8.38,5.50999162828517
0.1175,8.39,7.24596133346938
0.1175,8.4,8.99809497039138
0.1175,8.41,10.7636060982753
0.1175,8.42,12.5395669352097
0.1175,8.43,14.3229363967144
0.1175,8.44,16.1105910899757
0.1175,8.45,17.8993585057122
0.1175,8.46,19.6860515415621
0.1175,8.47,21.4675034241065
0.1175,8.48,23.2406020764604
0.1175,8.49,25.0023230063968
0.1175,8.5,26.7497598639861
0.1175,8.51,28.4801519318321
0.1175,8.52,30.1909079563242
0.1175,8.53,31.8796258941251
0.1175,8.54,33.5441083227601
0.1175,8.55,35.1823734363609
0.1175,8.56,36.7926617073826
0.1175,8.57,38.3734384345204
0.1175,8.58,39.923392510619
0.1175,8.59,41.4414318292374
0.1175,8.6,42.9266758041841
0.1175,8.61,44.3784455043237
0.1175,8.62,45.7962519093596
0.1175,8.63,47.1797827751559
0.1175,8.64,48.5288885640729
0.1175,8.65,49.843567851293
0.1175,8.66,51.1239525665548
0.1175,8.67,52.3702933758403
0.1175,8.68,53.5829454524971
0.1175,8.69,54.7623548344322
0.1175,8.7,55.9090455151455
0.1175,8.71,57.0236073725485
0.1175,8.72,58.1066850014064
0.1175,8.73,59.1589674829569
0.1175,8.74,60.1811790987137
0.1175,8.75,61.1740709742642
0.1175,8.76,62.13841362253
0.1175,8.77,63.0749903438894
0.1175,8.78,63.9845914321469
0.1175,8.79,64.8680091300088
0.1175,8.8,65.7260332748685
0.1175,8.81,66.5594475748827
0.1175,8.82,67.3690264560085
0.1175,8.83,68.1555324225415
0.1175,8.84,68.9197138763804
0.1175,8.85,69.6623033435002
0.1175,8.86,70.3840160597123
0.1175,8.87,71.0855488715552
0.1175,8.88,71.7675794119744
0.1175,8.89,72.43076551419
0.1175,8.9,73.0757448307742
0.1175,8.91,73.7031346283863
0.1175,8.92,74.313531731833
0.1175,8.93,74.9075125941065
0.1175,8.94,75.4856334717911
0.1175,8.95,76.048430687733
0.1175,8.96,76.5964209651304
0.1175,8.97,77.1301018192446
0.1175,8.98,77.6499519947521
0.1175,8.99,78.1564319384015
0.1175,9,78.6499842980661
0.1175,9.01,79.1310344405816
0.1175,9.02,79.5999909818716
0.1175,9.03,80.0572463238598
0.1175,9.04,80.5031771935328
0.1175,9.05,80.9381451802693
0.1175,9.06,81.3624972682175
0.1175,9.07,81.776566361058
0.1175,9.08,82.1806717969978
0.1175,9.09,82.5751198522496
0.1175,9.1,82.9602042316259
0.1175,9.11,83.3362065451824
0.1175,9.12,83.7033967701108
0.1175,9.13,84.0620336973081
0.1175,9.14,84.4123653622356
0.1175,9.15,84.7546294598433
0.1175,9.16,85.0890537434649
0.1175,9.17,85.4158564076974
0.1175,9.18,85.7352464553772
0.1175,9.19,86.0474240488203
0.1175,9.2,86.3525808455733
0.1175,9.21,86.6509003189478
0.1175,9.22,86.9425580636575
0.1175,9.23,87.2277220868972
0.1175,9.24,87.5065530852195
0.1175,9.25,87.7792047075775
0.1175,9.26,88.0458238049073
0.1175,9.27,88.3065506666163
0.1175,9.28,88.5615192443497
0.1175,9.29,88.8108573633896
0.1175,9.3,89.0546869220367
0.1175,9.31,89.2931240793061
0.1175,9.32,89.5262794312569
0.1175,9.33,89.7542581762527
0.1175,9.34,89.9771602694366
0.1175,9.35,90.1950805666762
0.1175,9.36,90.4081089582196
0.1175,9.37,90.6163304922732
0.1175,9.38,90.8198254886905
0.1175,9.39,91.0186696429365
0.1175,9.4,91.2129341204648
0.1175,9.41,91.402685641613
0.1175,9.42,91.5879865570984
0.1175,9.43,91.7688949141638
0.1175,9.44,91.9454645133894
0.1175,9.45,92.1177449561551
0.1175,9.46,92.2857816827052
0.1175,9.47,92.449616000725
0.1175,9.48,92.6092851043055
0.1175,9.49,92.7648220831291
0.1175,9.5,92.9162559216646
0.1175,9.51,93.0636114881133
0.1175,9.52,93.2069095128003
0.1175,9.53,93.3461665556458
0.1175,9.54,93.4813949623007
0.1175,9.55,93.612602808459
0.1175,9.56,93.7397938317974
0.1175,9.57,93.8629673509163
0.1175,9.58,93.9821181705722
0.1175,9.59,94.097236472405
0.1175,9.6,94.2083076902649
0.1175,9.61,94.3153123691334
0.1175,9.62,94.4182260065161
0.1175,9.63,94.5170188750486
0.1175,9.64,94.611655824917
0.1175,9.65,94.7020960645205
0.1175,9.66,94.7882929176334
0.1175,9.67,94.8701935551121
0.1175,9.68,94.9477386989683
0.1175,9.69,95.0208622963774
0.1175,9.7,95.0894911609013
0.1175,9.71,95.1535445778869
0.1175,9.72,95.2129338706351
0.1175,9.73,95.2675619235322
0.1175,9.74,95.3173226578669
0.1175,9.75,95.3621004555365
0.1175,9.76,95.4017695252462
0.1175,9.77,95.4361932051339
0.1175,9.78,95.4652231949799
0.1175,9.79,95.4886987102743
0.1175,9.8,95.5064455494193
0.1175,9.81,95.5182750641775
0.1175,9.82,95.5239830221601
0.1175,9.83,95.5233483486147
0.1175,9.84,95.5161317330202
0.1175,9.85,95.5020740839572
0.1175,9.86,95.480894813365
0.1175,9.87,95.4522899285666
0.1175,9.88,95.4159299072546
0.1175,9.89,95.3714573269208
0.1175,9.9,95.318484215878
0.1175,9.91,95.2565890879248
0.1175,9.92,95.185313616748
0.1175,9.93,95.1041588991029
0.1175,9.94,95.0125812475135
0.1175,9.95,94.909987443393
0.1175,9.96,94.7957293698038
0.1175,9.97,94.6690979291686
0.1175,9.98,94.5293161346464
0.1175,9.99,94.3755312440078
0.1175,10,94.2068057809794
0.1175,10.01,94.0221072602985
0.1175,10.02,93.8202963980054
0.1175,10.03,93.6001135464922
0.1175,10.04,93.360163042774
0.1175,10.05,93.0988950963031
0.1175,10.06,92.8145847667353
0.1175,10.07,92.5053074891598
0.1175,10.08,92.1689104902977
0.1175,10.09,91.8029792990547
0.1175,10.1,91.4047983822874
0.1175,10.11,90.9713047240711
0.1175,10.12,90.4990329048027
0.1175,10.13,89.9840499140581
0.1175,10.14,89.4218775353888
0.1175,10.15,88.807399658031
0.1175,10.16,88.1347512855707
0.1175,10.17,87.3971853134515
0.1175,10.18,86.5869123326156
0.1175,10.19,85.6949078016075
0.1175,10.2,84.7106799694311
0.1175,10.21,83.6219910577953
0.1175,10.22,82.4145236968134
0.1175,10.23,81.0714849818098
0.1175,10.24,79.5731427630279
0.1175,10.25,77.8962946609665
0.1175,10.26,76.0136828974746
0.1175,10.27,73.8933925324734
0.1175,10.28,71.4983154191639
0.1175,10.29,68.7858394974793
0.1175,10.3,65.7080488029856
0.1175,10.31,62.2129076379721
0.1175,10.32,58.247146410715
0.1175,10.33,53.7617969696086
0.1175,10.34,48.7213328350592
0.1175,10.35,43.1167344333938
0.1175,10.36,36.980984693922
0.1175,10.37,30.4024222961778
0.1175,10.38,23.5284906506463
0.1175,10.39,16.5530640830394
0.1175,10.4,9.68725337231636
0.1175,10.41,3.12336089342581
0.1175,10.42,-2.99370778333368
0.1175,10.43,-8.57830115320167
0.1175,10.44,-13.5996652635991
0.1175,10.45,-18.0683472241499
0.1175,10.46,-22.0207370451332
0.1175,10.47,-25.5061665269558
0.1175,10.48,-28.5779472904759
0.1175,10.49,-31.2879773732843
0.1175,10.5,-33.6839514241189
0.1175,10.51,-35.8082345569255
0.1175,10.52,-37.6976939978437
0.1175,10.53,-39.3840249819305
0.1175,10.54,-40.894292482335
0.1175,10.55,-42.2515335672029
0.1175,10.56,-43.4753406883174
0.1175,10.57,-44.5823897794524
0.1175,10.58,-45.5869008519635
0.1175,10.59,-46.5010309762953
0.1175,10.6,-47.3352052004383
0.1175,10.61,-48.0983930853185
0.1175,10.62,-48.7983388536829
0.1175,10.63,-49.4417526093285
0.1175,10.64,-50.0344692014554
0.1175,10.65,-50.5815803488584
0.1175,10.66,-51.0875447274338
0.1175,10.67,-51.5562799150192
0.1175,10.68,-51.9912393946969
0.1175,10.69,-52.3954772376493
0.1175,10.7,-52.7717026077141
0.1175,10.71,-53.1223258376641
0.1175,10.72,-53.4494975078196
0.1175,10.73,-53.7551416981127
0.1175,10.74,-54.0409843741402
0.1175,10.75,-54.3085776968444
0.1175,10.76,-54.5593209066423
0.1175,10.77,-54.7944783198706
0.1175,10.78,-55.0151948833758
0.1175,10.79,-55.2225096578418
0.1175,10.8,-55.4173675388639
0.1175,10.81,-55.6006294741776
0.1175,10.82,-55.7730813937977
0.1175,10.83,-55.9354420354132
0.1175,10.84,-56.0883698189003
0.1175,10.85,-56.2324689001346
0.1175,10.86,-56.3682945145853
0.1175,10.87,-56.4963577046962
0.1175,10.88,-56.617129511263
0.1175,10.89,-56.731044697433
0.1175,10.9,-56.8385050641784
0.1175,10.91,-56.9398824078608
0.1175,10.92,-57.0355211635095
0.1175,10.93,-57.1257407715099
0.1175,10.94,-57.2108378003479
0.1175,10.95,-57.2910878537499
0.1175,10.96,-57.3667472868667
0.1175,10.97,-57.4380547529922
0.1175,10.98,-57.5052325995909
0.1175,10.99,-57.5684881300592
0.1175,11,-57.6280147456357
0.1175,11.01,-57.6839929801153
0.1175,11.02,-57.7365914385081
0.1175,11.03,-57.7859676494668
0.1175,11.04,-57.8322688401563
0.1175,11.05,-57.8756326412284
0.1175,11.06,-57.9161877287049
0.1175,11.07,-57.9540544087824
0.1175,11.08,-57.9893451509107
0.1175,11.09,-58.0221650738985
0.1175,11.1,-58.0526123892721
0.1175,11.11,-58.0807788056513
0.1175,11.12,-58.1067498974998
0.1175,11.13,-58.1306054412309
0.1175,11.14,-58.152419721339
0.1175,11.15,-58.1722618089195
0.1175,11.16,-58.1901958146984
0.1175,11.17,-58.2062811184423
0.1175,11.18,-58.2205725764187
0.1175,11.19,-58.2331207083795
0.1175,11.2,-58.2439718653732
0.1175,11.21,-58.253168379525
0.1175,11.22,-58.2607486967822
0.1175,11.23,-58.2667474934882
0.1175,11.24,-58.2711957775189
0.1175,11.25,-58.2741209745964
0.1175,11.26,-58.2755470002897
0.1175,11.27,-58.2754943180959
0.1175,11.28,-58.2739799838977
0.1175,11.29,-58.2710176769872
0.1175,11.3,-58.2666177177519
0.1175,11.31,-58.2607870720085
0.1175,11.32,-58.2535293418834
0.1175,11.33,-58.2448447430145
0.1175,11.34,-58.2347300677614
0.1175,11.35,-58.2231786339836
0.1175,11.36,-58.2101802188311
0.1175,11.37,-58.1957209768624
0.1175,11.38,-58.1797833416699
0.1175,11.39,-58.1623459100318
0.1175,11.4,-58.1433833074555
0.1175,11.41,-58.1228660337854
0.1175,11.42,-58.1007602873478
0.1175,11.43,-58.0770277658778
0.1175,11.44,-58.0516254422199
0.1175,11.45,-58.0245053125031
0.1175,11.46,-57.9956141141653
0.1175,11.47,-57.9648930108364
0.1175,11.48,-57.9322772406653
0.1175,11.49,-57.8976957241907
0.1175,11.5,-57.8610706273078
0.1175,11.51,-57.8223168742421
0.1175,11.52,-57.7813416047101
0.1175,11.53,-57.7380435685883
0.1175,11.54,-57.6923124504399
0.1175,11.55,-57.644028115077
0.1175,11.56,-57.5930597640145
0.1175,11.57,-57.5392649910882
0.1175,11.58,-57.4824887236625
0.1175,11.59,-57.4225620336845
0.1175,11.6,-57.3593008002687
0.1175,11.61,-57.2925042024395
0.1175,11.62,-57.2219530170436
0.1175,11.63,-57.1474076925154
0.1175,11.64,-57.0686061639792
0.1175,11.65,-56.9852613689595
0.1175,11.66,-56.8970584154269
0.1175,11.67,-56.8036513448017
0.1175,11.68,-56.704659421441
0.1175,11.69,-56.5996628665759
0.1175,11.7,-56.488197938036
0.1175,11.71,-56.3697512365694
0.1175,11.72,-56.2437530941526
0.1175,11.73,-56.1095698680036
0.1175,11.74,-55.9664949243627
0.1175,11.75,-55.8137380461672
0.1175,11.76,-55.6504129354882
0.1175,11.77,-55.4755224009893
0.1175,11.78,-55.2879407172527
0.1175,11.79,-55.0863925092795
0.1175,11.8,-54.869427341729
0.1175,11.81,-54.6353889648054
0.1175,11.82,-54.3823778678691
0.1175,11.83,-54.1082053911346
0.1175,11.84,-53.8103371071406
0.1175,11.85,-53.4858224528203
0.1175,11.86,-53.1312065914546
0.1175,11.87,-52.7424190968268
0.1175,11.88,-52.3146321097318
0.1175,11.89,-51.8420778652861
0.1175,11.9,-51.3178115421653
0.1175,11.91,-50.733399648194
0.1175,11.92,-50.078505704843
0.1175,11.93,-49.3403323631083
0.1175,11.94,-48.5028599328626
0.1175,11.95,-47.5457918439171
0.1175,11.96,-46.4430715842867
0.1175,11.97,-45.1607630329255
0.1175,11.98,-43.6539703568227
0.1175,11.99,-41.8622889830911
0.1175,12,-39.7029890698239
0.12625,8,-36.9222876676487
0.12625,8.01,-36.1977614908356
0.12625,8.02,-35.4542430532029
0.12625,8.03,-34.6911143476054
0.12625,8.04,-33.9077451162326
0.12625,8.05,-33.1034942168613
0.12625,8.06,-32.2777112811133
0.12625,8.07,-31.4297386992245
0.12625,8.08,-30.558913967862
0.12625,8.09,-29.6645724392082
0.12625,8.1,-28.7460505107284
0.12625,8.11,-27.8026892955625
0.12625,8.12,-26.8338388131262
0.12625,8.13,-25.8388627380192
0.12625,8.14,-24.8171437424395
0.12625,8.15,-23.7680894626958
0.12625,8.16,-22.6911391137543
0.12625,8.17,-21.585770766715
0.12625,8.18,-20.4515092923552
0.12625,8.19,-19.2879349590912
0.12625,8.2,-18.0946926556413
0.12625,8.21,-16.8715016871671
0.12625,8.22,-15.6181660687055
0.12625,8.23,-14.3345852114135
0.12625,8.24,-13.0207648659782
0.12625,8.25,-11.6768281541058
0.12625,8.26,-10.3030264843694
0.12625,8.27,-8.89975011418959
0.12625,8.28,-7.4675380871257
0.12625,8.29,-6.00708724602018
0.12625,8.3,-4.51926000028454
0.12625,8.31,-3.00509051227404
0.12625,8.32,-1.46578896584936
0.12625,8.33,0.0972564077308688
0.12625,8.34,1.68247984356849
0.12625,8.35,3.28814134856797
0.12625,8.36,4.91233298827396
0.12625,8.37,6.55298826606815
0.12625,8.38,8.20789461269815
0.12625,8.39,9.8747089005445
0.12625,8.4,11.5509757876672
0.12625,8.41,13.2341485874009
0.12625,8.42,14.9216122564731
0.12625,8.43,16.6107080048236
0.12625,8.44,18.2987589594393
0.12625,8.45,19.9830962675316
0.12625,8.46,21.6610850045722
0.12625,8.47,23.3301492615171
0.12625,8.48,24.9877958223317
0.12625,8.49,26.6316359050693
0.12625,8.5,28.2594045229
0.12625,8.51,29.8689771200181
0.12625,8.52,31.458383244903
0.12625,8.53,33.0258171334606
0.12625,8.54,34.5696451810298
0.12625,8.55,36.0884103798033
0.12625,8.56,37.5808338828073
0.12625,8.57,39.0458139244352
0.12625,8.58,40.4824223792037
0.12625,8.59,41.8898992747881
0.12625,8.6,43.2676455933439
0.12625,8.61,44.6152146983783
0.12625,8.62,45.9323027152379
0.12625,8.63,47.2187381741522
0.12625,8.64,48.4744711983168
0.12625,8.65,49.6995624881576
0.12625,8.66,50.8941723189323
0.12625,8.67,52.0585497340508
0.12625,8.68,53.1930220824624
0.12625,8.69,54.2979850163057
0.12625,8.7,55.3738930355619
0.12625,8.71,56.4212506401657
0.12625,8.72,57.4406041271791
0.12625,8.73,58.4325340512565
0.12625,8.74,59.3976483505908
0.12625,8.75,60.3365761276438
0.12625,8.76,61.2499620639092
0.12625,8.77,62.1384614404184
0.12625,8.78,63.0027357303436
0.12625,8.79,63.8434487265263
0.12625,8.8,64.6612631647666
0.12625,8.81,65.4568378029433
0.12625,8.82,66.2308249162441
0.12625,8.83,66.9838681697506
0.12625,8.84,67.7166008311317
0.12625,8.85,68.4296442881119
0.12625,8.86,69.1236068375502
0.12625,8.87,69.7990827152794
0.12625,8.88,70.4566513382478
0.12625,8.89,71.0968767328866
0.12625,8.9,71.7203071259582
0.12625,8.91,72.3274746763935
0.12625,8.92,72.9188953287496
0.12625,8.93,73.495068770937
0.12625,8.94,74.0564784807132
0.12625,8.95,74.6035918471774
0.12625,8.96,75.1368603550654
0.12625,8.97,75.6567198210927
0.12625,8.98,76.16359067289
0.12625,8.99,76.6578782622569
0.12625,9,77.139973205513
0.12625,9.01,77.6102517446716
0.12625,9.02,78.0690761240075
0.12625,9.03,78.5167949773334
0.12625,9.04,78.9537437219692
0.12625,9.05,79.3802449559698
0.12625,9.06,79.7966088556938
0.12625,9.07,80.2031335712501
0.12625,9.08,80.6001056177548
0.12625,9.09,80.9878002606733
0.12625,9.1,81.3664818938291
0.12625,9.11,81.7364044089186
0.12625,9.12,82.0978115555964
0.12625,9.13,82.4509372913914
0.12625,9.14,82.7960061208805
0.12625,9.15,83.1332334236884
0.12625,9.16,83.4628257710037
0.12625,9.17,83.7849812304036
0.12625,9.18,84.0998896588644
0.12625,9.19,84.4077329839073
0.12625,9.2,84.7086854728877
0.12625,9.21,85.0029139904822
0.12625,9.22,85.290578244468
0.12625,9.23,85.5718310199155
0.12625,9.24,85.8468184019411
0.12625,9.25,86.1156799871795
0.12625,9.26,86.3785490841472
0.12625,9.27,86.6355529026708
0.12625,9.28,86.8868127325622
0.12625,9.29,87.1324441117072
0.12625,9.3,87.3725569837415
0.12625,9.31,87.607255845469
0.12625,9.32,87.8366398841703
0.12625,9.33,88.0608031049295
0.12625,9.34,88.279834448099
0.12625,9.35,88.4938178969946
0.12625,9.36,88.7028325758959
0.12625,9.37,88.9069528384047
0.12625,9.38,89.1062483461867
0.12625,9.39,89.3007841380959
0.12625,9.4,89.4906206896525
0.12625,9.41,89.6758139628128
0.12625,9.42,89.8564154459345
0.12625,9.43,90.03247218381
0.12625,9.44,90.2040267975919
0.12625,9.45,90.3711174944048
0.12625,9.46,90.5337780663826
0.12625,9.47,90.6920378788262
0.12625,9.48,90.8459218471236
0.12625,9.49,90.9954504020172
0.12625,9.5,91.1406394427393
0.12625,9.51,91.2815002774723
0.12625,9.52,91.4180395505113
0.12625,9.53,91.5502591554314
0.12625,9.54,91.6781561334692
0.12625,9.55,91.801722556231
0.12625,9.56,91.9209453917339
0.12625,9.57,92.0358063526652
0.12625,9.58,92.1462817256128
0.12625,9.59,92.2523421798775
0.12625,9.6,92.3539525543094
0.12625,9.61,92.4510716204325
0.12625,9.62,92.5436518199193
0.12625,9.63,92.6316389742527
0.12625,9.64,92.7149719641513
0.12625,9.65,92.7935823760591
0.12625,9.66,92.8673941126774
0.12625,9.67,92.9363229641491
0.12625,9.68,93.0002761361123
0.12625,9.69,93.0591517303662
0.12625,9.7,93.1128381733784
0.12625,9.71,93.1612135872715
0.12625,9.72,93.2041450972486
0.12625,9.73,93.241488068656
0.12625,9.74,93.273085266005
0.12625,9.75,93.2987659252718
0.12625,9.76,93.3183447296515
0.12625,9.77,93.3316206776235
0.12625,9.78,93.3383758306747
0.12625,9.79,93.3383739262721
0.12625,9.8,93.3313588396739
0.12625,9.81,93.3170528758154
0.12625,9.82,93.29515486981
0.12625,9.83,93.2653380714445
0.12625,9.84,93.2272477853748
0.12625,9.85,93.1804987344346
0.12625,9.86,93.1246721084394
0.12625,9.87,93.0593122549555
0.12625,9.88,92.983922961557
0.12625,9.89,92.8979632708762
0.12625,9.9,92.800842760048
0.12625,9.91,92.6919162046097
0.12625,9.92,92.5704775332164
0.12625,9.93,92.4357529631551
0.12625,9.94,92.2868931870703
0.12625,9.95,92.1229644578196
0.12625,9.96,91.9429383901121
0.12625,9.97,91.7456802634697
0.12625,9.98,91.5299355697863
0.12625,9.99,91.2943144986664
0.12625,10,91.0372739927936
0.12625,10.01,90.7570969312356
0.12625,10.02,90.4518679076962
0.12625,10.03,90.1194449593164
0.12625,10.04,89.7574264648543
