"lumped_element_capacitance [pF]","Freq [GHz]","ang_deg(S(2,1)) [deg]"
0.065,8.7,-5.45280009144989
0.065,8.71,-5.45316097938272
0.065,8.72,-5.45361585240597
0.065,8.73,-5.45416539339883
0.065,8.74,-5.45481030719562
0.065,8.75,-5.45555132088627
0.065,8.76,-5.45638918414183
0.065,8.77,-5.4573246695609
0.065,8.78,-5.45835857303987
0.065,8.79,-5.45949171416545
0.065,8.8,-5.46072493663143
0.065,8.81,-5.46205910867972
0.065,8.82,-5.46349512356514
0.065,8.83,-5.46503390004636
0.065,8.84,-5.46667638290178
0.065,8.85,-5.46842354347196
0.065,8.86,-5.4702763802293
0.065,8.87,-5.47223591937436
0.065,8.88,-5.47430321546151
0.065,8.89,-5.47647935205242
0.065,8.9,-5.47876544240053
0.065,8.91,-5.48116263016555
0.065,8.92,-5.48367209015866
0.065,8.93,-5.48629502912147
0.065,8.94,-5.48903268653739
0.065,8.95,-5.49188633547786
0.065,8.96,-5.49485728348311
0.065,8.97,-5.49794687348102
0.065,8.98,-5.50115648474179
0.065,8.99,-5.50448753387353
0.065,9,-5.50794147585669
0.065,9.01,-5.51151980512089
0.065,9.02,-5.51522405666458
0.065,9.03,-5.51905580722012
0.065,9.04,-5.5230166764637
0.065,9.05,-5.52710832827511
0.065,9.06,-5.531332472046
0.065,9.07,-5.53569086404022
0.065,9.08,-5.5401853088077
0.065,9.09,-5.54481766065462
0.065,9.1,-5.54958982517157
0.065,9.11,-5.5545037608207
0.065,9.12,-5.55956148058754
0.065,9.13,-5.5647650536967
0.065,9.14,-5.57011660739609
0.065,9.15,-5.57561832881294
0.065,9.16,-5.58127246688141
0.065,9.17,-5.58708133435044
0.065,9.18,-5.5930473098687
0.065,9.19,-5.59917284015631
0.065,9.2,-5.60546044226267
0.065,9.21,-5.61191270591647
0.065,9.22,-5.618532295971
0.065,9.23,-5.62532195495016
0.065,9.24,-5.63228450569872
0.065,9.25,-5.63942285414281
0.065,9.26,-5.64673999216419
0.065,9.27,-5.65423900059575
0.065,9.28,-5.66192305234234
0.065,9.29,-5.66979541563377
0.065,9.3,-5.6778594574163
0.065,9.31,-5.68611864688941
0.065,9.32,-5.69457655919482
0.065,9.33,-5.70323687926594
0.065,9.34,-5.71210340584488
0.065,9.35,-5.721180055677
0.065,9.36,-5.73047086788973
0.065,9.37,-5.73998000856837
0.065,9.38,-5.74971177553628
0.065,9.39,-5.75967060335161
0.065,9.4,-5.76986106853197
0.065,9.41,-5.78028789501868
0.065,9.42,-5.79095595989368
0.065,9.43,-5.80187029936415
0.065,9.44,-5.8130361150265
0.065,9.45,-5.82445878042824
0.065,9.46,-5.83614384794256
0.065,9.47,-5.84809705597432
0.065,9.48,-5.86032433651426
0.065,9.49,-5.87283182306396
0.065,9.5,-5.8856258589501
0.065,9.51,-5.8987130060537
0.065,9.52,-5.91210005397548
0.065,9.53,-5.92579402966514
0.065,9.54,-5.93980220754215
0.065,9.55,-5.95413212013576
0.065,9.56,-5.96879156927819
0.065,9.57,-5.9837886378828
0.065,9.58,-5.99913170234401
0.065,9.59,-6.01482944559834
0.065,9.6,-6.03089087088639
0.065,9.61,-6.04732531626205
0.065,9.62,-6.06414246989431
0.065,9.63,-6.08135238621578
0.065,9.64,-6.09896550297003
0.065,9.65,-6.11699265921819
0.065,9.66,-6.13544511436811
0.065,9.67,-6.15433456829515
0.065,9.68,-6.17367318262544
0.065,9.69,-6.19347360326603
0.065,9.7,-6.21374898426055
0.065,9.71,-6.23451301306938
0.065,9.72,-6.2557799373696
0.065,9.73,-6.27756459348349
0.065,9.74,-6.29988243655286
0.065,9.75,-6.32274957258363
0.065,9.76,-6.34618279249864
0.065,9.77,-6.37019960834516
0.065,9.78,-6.39481829181758
0.065,9.79,-6.42005791527111
0.065,9.8,-6.44593839541223
0.065,9.81,-6.47248053987453
0.065,9.82,-6.49970609690152
0.065,9.83,-6.52763780838143
0.065,9.84,-6.55629946649807
0.065,9.85,-6.58571597428847
0.065,9.86,-6.61591341042303
0.065,9.87,-6.6469190985544
0.065,9.88,-6.67876168161161
0.065,9.89,-6.71147120145706
0.065,9.9,-6.74507918435482
0.065,9.91,-6.7796187327546
0.065,9.92,-6.81512462393289
0.065,9.93,-6.85163341609591
0.065,9.94,-6.88918356260502
0.065,9.95,-6.92781553505472
0.065,9.96,-6.96757195600474
0.065,9.97,-7.00849774225941
0.065,9.98,-7.05064025967098
0.065,9.99,-7.09404949055599
0.065,10,-7.13877821492977
0.065,10.01,-7.18488220689136
0.065,10.02,-7.23242044764611
0.065,10.03,-7.28145535681329
0.065,10.04,-7.33205304385726
0.065,10.05,-7.38428358168979
0.065,10.06,-7.43822130473248
0.065,10.07,-7.49394513399241
0.065,10.08,-7.55153893201657
0.065,10.09,-7.61109189093103
0.065,10.1,-7.67269895716697
0.065,10.11,-7.73646129692225
0.065,10.12,-7.80248680691441
0.065,10.13,-7.87089067556487
0.065,10.14,-7.94179600041356
0.065,10.15,-8.01533446832283
0.065,10.16,-8.09164710589651
0.065,10.17,-8.17088510853718
0.065,10.18,-8.25321075770386
0.065,10.19,-8.33879843724856
0.065,10.2,-8.4278357612208
0.065,10.21,-8.52052482726855
0.065,10.22,-8.61708361177749
0.065,10.23,-8.71774752520042
0.065,10.24,-8.82277114870987
0.065,10.25,-8.93243017639825
0.065,10.26,-9.04702359081291
0.065,10.27,-9.16687610374215
0.065,10.28,-9.29234089891447
0.065,10.29,-9.42380271874426
0.065,10.3,-9.56168134353671
0.065,10.31,-9.70643551874221
0.065,10.32,-9.85856739400264
0.065,10.33,-10.0186275469289
0.065,10.34,-10.1872206747701
0.065,10.35,-10.3650120483203
0.065,10.36,-10.5527348342954
0.065,10.37,-10.7511984045074
0.065,10.38,-10.9612977615433
0.065,10.39,-11.1840242196986
0.065,10.4,-11.4204774839464
0.065,10.41,-11.6718792642624
0.065,10.42,-11.9395885405052
0.065,10.43,-12.2251185425765
0.065,10.44,-12.5301554130891
0.065,10.45,-12.8565783451072
0.065,10.46,-13.2064806873335
0.065,10.47,-13.5821910051262
0.065,10.48,-13.9862922511387
0.065,10.49,-14.4216358271984
0.065,10.5,-14.8913450695894
0.065,10.51,-15.3987990016512
0.065,10.52,-15.94758113592
0.065,10.53,-16.5413681066114
0.065,10.54,-17.183716331673
0.065,10.55,-17.8776772718697
0.065,10.56,-18.6251255971188
0.065,10.57,-19.4256069077553
0.065,10.58,-20.2743813456762
0.065,10.59,-21.1591223516509
0.065,10.6,-22.0543753813998
0.065,10.61,-22.9123290601713
0.065,10.62,-23.6476825026053
0.065,10.63,-24.1136479584631
0.065,10.64,-24.0666697814015
0.065,10.65,-23.1239096397062
0.065,10.66,-20.7435914590674
0.065,10.67,-16.3290349625799
0.065,10.68,-9.6430411788254
0.065,10.69,-1.47937127133168
0.065,10.7,6.33778996692544
0.065,10.71,12.2319915010834
0.065,10.72,15.8163089952095
0.065,10.73,17.5299551617563
0.065,10.74,17.9922909725682
0.065,10.75,17.7057602471588
0.065,10.76,17.0093440869847
0.065,10.77,16.113079271894
0.065,10.78,15.1408224043535
0.065,10.79,14.1627456164013
0.065,10.8,13.2167469960899
0.065,10.81,12.3217431220097
0.065,10.82,11.4856933244883
0.065,10.83,10.7103742667903
0.065,10.84,9.99419583226522
0.065,10.85,9.33384863513323
0.065,10.86,8.72525762561883
0.065,10.87,8.16412441852251
0.065,10.88,7.64622637675885
0.065,10.89,7.16757243790806
0.065,10.9,6.72447528713282
0.065,10.91,6.3135754511422
0.065,10.92,5.93183853696831
0.065,10.93,5.57653823450955
0.065,10.94,5.24523252538169
0.065,10.95,4.93573742083405
0.065,10.96,4.64610067181509
0.065,10.97,4.37457676579851
0.065,10.98,4.11960385299199
0.065,10.99,3.87978285044723
0.065,11,3.65385874748455
0.065,11.01,3.44070401314022
0.065,11.02,3.23930394513332
0.065,11.03,3.048743775048
0.065,11.04,2.86819734058399
0.065,11.05,2.69691714347805
0.065,11.06,2.53422562530025
0.065,11.07,2.37950750941643
0.065,11.08,2.23220307398317
0.065,11.09,2.09180223681921
0.065,11.1,1.95783934779943
0.065,11.11,1.82988859779824
0.065,11.12,1.70755996513152
0.065,11.13,1.59049563090898
0.065,11.14,1.47836680387781
0.065,11.15,1.37087090327611
0.065,11.16,1.26772905510833
0.065,11.17,1.16868386319217
0.065,11.18,1.07349742145914
0.065,11.19,0.981949538408272
0.065,11.2,0.893836148418107
0.065,11.21,0.808967887907151
0.065,11.22,0.72716881716288
0.065,11.23,0.648275271096668
0.065,11.24,0.572134824297334
0.065,11.25,0.498605357577859
0.065,11.26,0.427554214786964
0.065,11.27,0.358857440028839
0.065,11.28,0.292399086624108
0.065,11.29,0.228070590174469
0.065,11.3,0.165770198995613
0.065,11.31,0.105402455968363
0.065,11.32,0.0468777265395958
0.065,11.33,-0.0098882317926623
0.065,11.34,-0.0649746626544178
0.065,11.35,-0.118456170311902
0.065,11.36,-0.170403048809238
0.065,11.37,-0.220881583646532
0.065,11.38,-0.269954328613413
0.065,11.39,-0.317680360102157
0.065,11.4,-0.364115510997598
0.065,11.41,-0.409312586008253
0.065,11.42,-0.453321560122446
0.065,11.43,-0.4961897616997
0.065,11.44,-0.537962041553382
0.065,11.45,-0.578680929253319
0.065,11.46,-0.618386777747946
0.065,11.47,-0.657117897308783
0.065,11.48,-0.69491067969482
0.065,11.49,-0.731799713357061
0.065,11.5,-0.767817890420097
0.065,11.51,-0.802996506116915
0.065,11.52,-0.837365351281922
0.065,11.53,-0.870952798460092
0.065,11.54,-0.90378588213625
0.065,11.55,-0.93589037354579
0.065,11.56,-0.967290850483228
0.065,11.57,-0.998010762496434
0.065,11.58,-1.02807249181138
0.065,11.59,-1.05749741031258
0.065,11.6,-1.08630593286974
0.065,11.61,-1.11451756727982
0.065,11.62,-1.14215096107026
0.065,11.63,-1.16922394539284
0.065,11.64,-1.19575357621043
0.065,11.65,-1.22175617297517
0.065,11.66,-1.24724735496651
0.065,11.67,-1.27224207545782
0.065,11.68,-1.29675465385552
0.065,11.69,-1.32079880595365
0.065,11.7,-1.34438767242662
0.065,11.71,-1.36753384568087
0.065,11.72,-1.39024939517347
0.065,11.73,-1.41254589129769
0.065,11.74,-1.43443442792859
0.065,11.75,-1.45592564371733
0.065,11.76,-1.4770297422102
0.065,11.77,-1.49775651087156
0.065,11.78,-1.518115339075
0.065,11.79,-1.5381152351307
0.065,11.8,-1.55776484240656
0.065,11.81,-1.57707245459836
0.065,11.82,-1.59604603020317
0.065,11.83,-1.61469320623981
0.065,11.84,-1.6330213112661
0.065,11.85,-1.65103737773067
0.065,11.86,-1.6687481537013
0.065,11.87,-1.68616011400405
0.065,11.88,-1.70327947080842
0.065,11.89,-1.72011218369174
0.065,11.9,-1.73666396920798
0.065,11.91,-1.75294030999478
0.065,11.92,-1.76894646344096
0.065,11.93,-1.78468746993909
0.065,11.94,-1.80016816074858
0.065,11.95,-1.81539316548755
0.065,11.96,-1.83036691927591
0.065,11.97,-1.84509366954844
0.065,11.98,-1.85957748255402
0.065,11.99,-1.87382224955924
0.065,12,-1.88783169277289
0.07375,8,-5.68539536220414
0.07375,8.01,-5.67977323661732
0.07375,8.02,-5.67425843639163
0.07375,8.03,-5.66884965130277
0.07375,8.04,-5.66354562537299
0.07375,8.05,-5.65834515554315
0.07375,8.06,-5.65324709037924
0.07375,8.07,-5.64825032881451
0.07375,8.08,-5.64335381892533
0.07375,8.09,-5.63855655673978
0.07375,8.1,-5.63385758507995
0.07375,8.11,-5.62925599243675
0.07375,8.12,-5.62475091187523
0.07375,8.13,-5.62034151997246
0.07375,8.14,-5.61602703578533
0.07375,8.15,-5.61180671984948
0.07375,8.16,-5.60767987320654
0.07375,8.17,-5.60364583646243
0.07375,8.18,-5.59970398887287
0.07375,8.19,-5.59585374745842
0.07375,8.2,-5.59209456614704
0.07375,8.21,-5.58842593494378
0.07375,8.22,-5.58484737912862
0.07375,8.23,-5.58135845847991
0.07375,8.24,-5.57795876652522
0.07375,8.25,-5.57464792981729
0.07375,8.26,-5.57142560723621
0.07375,8.27,-5.56829148931669
0.07375,8.28,-5.56524529760018
0.07375,8.29,-5.56228678401202
0.07375,8.3,-5.55941573026237
0.07375,8.31,-5.5566319472719
0.07375,8.32,-5.55393527462056
0.07375,8.33,-5.5513255800202
0.07375,8.34,-5.54880275881071
0.07375,8.35,-5.5463667334782
0.07375,8.36,-5.54401745319738
0.07375,8.37,-5.54175489339507
0.07375,8.38,-5.53957905533699
0.07375,8.39,-5.53748996573638
0.07375,8.4,-5.53548767638436
0.07375,8.41,-5.53357226380273
0.07375,8.42,-5.53174382891743
0.07375,8.43,-5.53000249675443
0.07375,8.44,-5.5283484161565
0.07375,8.45,-5.52678175952125
0.07375,8.46,-5.52530272256016
0.07375,8.47,-5.52391152407905
0.07375,8.48,-5.52260840577918
0.07375,8.49,-5.52139363207912
0.07375,8.5,-5.52026748995793
0.07375,8.51,-5.51923028881858
0.07375,8.52,-5.51828236037268
0.07375,8.53,-5.51742405854524
0.07375,8.54,-5.5166557594011
0.07375,8.55,-5.51597786109127
0.07375,8.56,-5.51539078382085
0.07375,8.57,-5.51489496983696
0.07375,8.58,-5.51449088343871
0.07375,8.59,-5.51417901100735
0.07375,8.6,-5.51395986105719
0.07375,8.61,-5.51383396430963
0.07375,8.62,-5.51380187378583
0.07375,8.63,-5.51386416492379
0.07375,8.64,-5.51402143571449
0.07375,8.65,-5.51427430686225
0.07375,8.66,-5.51462342196568
0.07375,8.67,-5.51506944772136
0.07375,8.68,-5.51561307415066
0.07375,8.69,-5.51625501484892
0.07375,8.7,-5.5169960072584
0.07375,8.71,-5.51783681296357
0.07375,8.72,-5.51877821801203
0.07375,8.73,-5.51982103325859
0.07375,8.74,-5.52096609473432
0.07375,8.75,-5.52221426404057
0.07375,8.76,-5.52356642876897
0.07375,8.77,-5.52502350294758
0.07375,8.78,-5.52658642751278
0.07375,8.79,-5.52825617080979
0.07375,8.8,-5.53003372911965
0.07375,8.81,-5.53192012721559
0.07375,8.82,-5.53391641894816
0.07375,8.83,-5.53602368785991
0.07375,8.84,-5.53824304783086
0.07375,8.85,-5.54057564375587
0.07375,8.86,-5.54302265225306
0.07375,8.87,-5.54558528240678
0.07375,8.88,-5.54826477654315
0.07375,8.89,-5.55106241104156
0.07375,8.9,-5.55397949718206
0.07375,8.91,-5.55701738203018
0.07375,8.92,-5.56017744935864
0.07375,8.93,-5.56346112061139
0.07375,8.94,-5.5668698559052
0.07375,8.95,-5.57040515507623
0.07375,8.96,-5.5740685587681
0.07375,8.97,-5.57786164956708
0.07375,8.98,-5.58178605318206
0.07375,8.99,-5.58584343967415
0.07375,9,-5.59003552473604
0.07375,9.01,-5.59436407102326
0.07375,9.02,-5.59883088953924
0.07375,9.03,-5.6034378410771
0.07375,9.04,-5.60818683771839
0.07375,9.05,-5.61307984439318
0.07375,9.06,-5.61811888050274
0.07375,9.07,-5.6233060216073
0.07375,9.08,-5.6286434011815
0.07375,9.09,-5.63413321244206
0.07375,9.1,-5.6397777102474
0.07375,9.11,-5.64557921307492
0.07375,9.12,-5.65154010507877
0.07375,9.13,-5.65766283823054
0.07375,9.14,-5.66394993454753
0.07375,9.15,-5.67040398841183
0.07375,9.16,-5.67702766898484
0.07375,9.17,-5.68382372272122
0.07375,9.18,-5.69079497598626
0.07375,9.19,-5.69794433778245
0.07375,9.2,-5.70527480258963
0.07375,9.21,-5.71278945332447
0.07375,9.22,-5.72049146442385
0.07375,9.23,-5.72838410505967
0.07375,9.24,-5.7364707424904
0.07375,9.25,-5.74475484555583
0.07375,9.26,-5.75323998832281
0.07375,9.27,-5.76192985388904
0.07375,9.28,-5.77082823835188
0.07375,9.29,-5.77993905495341
0.07375,9.3,-5.78926633840628
0.07375,9.31,-5.7988142494135
0.07375,9.32,-5.80858707938981
0.07375,9.33,-5.81858925539743
0.07375,9.34,-5.82882534530355
0.07375,9.35,-5.83930006317608
0.07375,9.36,-5.8500182749263
0.07375,9.37,-5.86098500421509
0.07375,9.38,-5.87220543863307
0.07375,9.39,-5.88368493617459
0.07375,9.4,-5.89542903201719
0.07375,9.41,-5.90744344562626
0.07375,9.42,-5.91973408820212
0.07375,9.43,-5.93230707048976
0.07375,9.44,-5.94516871097037
0.07375,9.45,-5.95832554445874
0.07375,9.46,-5.97178433112769
0.07375,9.47,-5.98555206598746
0.07375,9.48,-5.99963598884315
0.07375,9.49,-6.01404359476329
0.07375,9.5,-6.02878264508549
0.07375,9.51,-6.04386117899573
0.07375,9.52,-6.05928752571338
0.07375,9.53,-6.07507031732185
0.07375,9.54,-6.09121850228233
0.07375,9.55,-6.10774135967609
0.07375,9.56,-6.12464851422
0.07375,9.57,-6.14194995210438
0.07375,9.58,-6.15965603770789
0.07375,9.59,-6.17777753124469
0.07375,9.6,-6.19632560740607
0.07375,9.61,-6.21531187506245
0.07375,9.62,-6.23474839809674
0.07375,9.63,-6.25464771744412
0.07375,9.64,-6.27502287442277
0.07375,9.65,-6.29588743544351
0.07375,9.66,-6.31725551819203
0.07375,9.67,-6.33914181939123
0.07375,9.68,-6.36156164425092
0.07375,9.69,-6.38453093773038
0.07375,9.7,-6.40806631774047
0.07375,9.71,-6.43218511042977
0.07375,9.72,-6.45690538770685
0.07375,9.73,-6.48224600716644
0.07375,9.74,-6.50822665459876
0.07375,9.75,-6.5348678892805
0.07375,9.76,-6.5621911922596
0.07375,9.77,-6.5902190178669
0.07375,9.78,-6.61897484870711
0.07375,9.79,-6.6484832544079
0.07375,9.8,-6.67876995442422
0.07375,9.81,-6.70986188523024
0.07375,9.82,-6.74178727225755
0.07375,9.83,-6.77457570697155
0.07375,9.84,-6.80825822952032
0.07375,9.85,-6.84286741742495
0.07375,9.86,-6.87843748083154
0.07375,9.87,-6.91500436489441
0.07375,9.88,-6.9526058599164
0.07375,9.89,-6.99128171993471
0.07375,9.9,-7.03107379051344
0.07375,9.91,-7.07202614657987
0.07375,9.92,-7.11418524122914
0.07375,9.93,-7.15760006652168
0.07375,9.94,-7.20232232740538
0.07375,9.95,-7.24840663001745
0.07375,9.96,-7.29591068575787
0.07375,9.97,-7.34489553268313
0.07375,9.98,-7.39542577593907
0.07375,9.99,-7.44756984915027
0.07375,10,-7.50140029890223
0.07375,10.01,-7.55699409470395
0.07375,10.02,-7.61443296709689
0.07375,10.03,-7.6738037768983
0.07375,10.04,-7.73519891892945
0.07375,10.05,-7.7987167639854
0.07375,10.06,-7.86446214327746
0.07375,10.07,-7.93254688010444
0.07375,10.08,-8.00309037412207
0.07375,10.09,-8.07622024426918
0.07375,10.1,-8.15207303720273
0.07375,10.11,-8.23079500900377
0.07375,10.12,-8.31254298895466
0.07375,10.13,-8.397485335384
0.07375,10.14,-8.48580299495208
0.07375,10.15,-8.57769067832648
0.07375,10.16,-8.67335816702208
0.07375,10.17,-8.77303176828132
0.07375,10.18,-8.8769559372887
0.07375,10.19,-8.98539508881709
0.07375,10.2,-9.09863562363105
0.07375,10.21,-9.21698819869847
0.07375,10.22,-9.3407902745723
0.07375,10.23,-9.47040897825201
0.07375,10.24,-9.60624432554359
0.07375,10.25,-9.74873285346841
0.07375,10.26,-9.89835172073458
0.07375,10.27,-10.0556233427367
0.07375,10.28,-10.2211206370615
0.07375,10.29,-10.3954729660025
0.07375,10.3,-10.5793728740367
0.07375,10.31,-10.7735837302785
0.07375,10.32,-10.9789483980269
0.07375,10.33,-11.1963990645823
0.07375,10.34,-11.4269683727336
0.07375,10.35,-11.6718019976436
0.07375,10.36,-11.932172804335
0.07375,10.37,-12.2094966935453
0.07375,10.38,-12.5053501844249
0.07375,10.39,-12.821489670596
0.07375,10.4,-13.1598720880974
0.07375,10.41,-13.5226763960084
0.07375,10.42,-13.9123247064365
0.07375,10.43,-14.3315009695149
0.07375,10.44,-14.7831635919518
0.07375,10.45,-15.2705458682547
0.07375,10.46,-15.7971340103554
0.07375,10.47,-16.366605839193
0.07375,10.48,-16.982702117315
0.07375,10.49,-17.6489841336062
0.07375,10.5,-18.3684005588693
0.07375,10.51,-19.1425354125009
0.07375,10.52,-19.9703231435667
0.07375,10.53,-20.8458730372746
0.07375,10.54,-21.7548062861447
0.07375,10.55,-22.6681209620095
0.07375,10.56,-23.53200127392
0.07375,10.57,-24.2511740783692
0.07375,10.58,-24.6627069073746
0.07375,10.59,-24.4981068097395
0.07375,10.6,-23.3398812668795
0.07375,10.61,-20.6106137154713
0.07375,10.62,-15.7146922330583
0.07375,10.63,-8.52846254842389
0.07375,10.64,-0.0779269028023705
0.07375,10.65,7.68615295200914
0.07375,10.66,13.31897297218
0.07375,10.67,16.622322195748
0.07375,10.68,18.1207366615864
0.07375,10.69,18.4401605986825
0.07375,10.7,18.0645806688672
0.07375,10.71,17.3139352959373
0.07375,10.72,16.3845243630222
0.07375,10.73,15.3914597243378
0.07375,10.74,14.3996562728389
0.07375,10.75,13.44394478402
0.07375,10.76,12.5414843712312
0.07375,10.77,11.6992412611123
0.07375,10.78,10.9184389306384
0.07375,10.79,10.197184879456
0.07375,10.8,9.53200902815219
0.07375,10.81,8.91875472762794
0.07375,10.82,8.35308533738075
0.07375,10.83,7.8307630049771
0.07375,10.84,7.34779306446639
0.07375,10.85,6.90048987434227
0.07375,10.86,6.48549749006282
0.07375,10.87,6.09978513739599
0.07375,10.88,5.74062937969977
0.07375,10.89,5.4055900032845
0.07375,10.9,5.0924837034627
0.07375,10.91,4.79935787777241
0.07375,10.92,4.52446576450813
0.07375,10.93,4.26624352753944
0.07375,10.94,4.02328951433503
0.07375,10.95,3.79434570039878
0.07375,10.96,3.57828121695105
0.07375,10.97,3.37407780089531
0.07375,10.98,3.18081698300046
0.07375,10.99,2.99766882715865
0.07375,11,2.82388204153416
0.07375,11.01,2.65877529598211
0.07375,11.02,2.5017295959999
0.07375,11.03,2.35218157982187
0.07375,11.04,2.20961762098423
0.07375,11.05,2.07356863325872
0.07375,11.06,1.94360548802814
0.07375,11.07,1.81933496590036
0.07375,11.08,1.70039617468409
0.07375,11.09,1.58645737486513
0.07375,11.1,1.47721316157296
0.07375,11.11,1.37238195881026
0.07375,11.12,1.27170378759892
0.07375,11.13,1.17493827475681
0.07375,11.14,1.08186287339507
0.07375,11.15,0.992271269988028
0.07375,11.16,0.905971956123772
0.07375,11.17,0.82278694584405
0.07375,11.18,0.742550621902512
0.07375,11.19,0.665108696368401
0.07375,11.2,0.590317272805052
0.07375,11.21,0.518041998832136
0.07375,11.22,0.448157299230779
0.07375,11.23,0.380545680939315
0.07375,11.24,0.315097102313909
0.07375,11.25,0.251708399922317
0.07375,11.26,0.190282766921958
0.07375,11.27,0.130729277755659
0.07375,11.28,0.0729624544940623
0.07375,11.29,0.0169018706798688
0.07375,11.3,-0.0375282110142679
0.07375,11.31,-0.0903991705976992
0.07375,11.32,-0.141778334972241
0.07375,11.33,-0.191729257155968
0.07375,11.34,-0.240311972858522
0.07375,11.35,-0.287583236504074
0.07375,11.36,-0.333596738579642
0.07375,11.37,-0.378403305992496
0.07375,11.38,-0.42205108695666
0.07375,11.39,-0.464585721771318
0.07375,11.4,-0.506050500719539
0.07375,11.41,-0.54648651020141
0.07375,11.42,-0.585932768099827
0.07375,11.43,-0.624426349289044
0.07375,11.44,-0.662002502106412
0.07375,11.45,-0.698694756531451
0.07375,11.46,-0.734535024748695
0.07375,11.47,-0.769553694708831
0.07375,11.48,-0.8037797172441
0.07375,11.49,-0.837240687250015
0.07375,11.5,-0.86996291939403
0.07375,11.51,-0.901971518774904
0.07375,11.52,-0.933290446918357
0.07375,11.53,-0.963942583462066
0.07375,11.54,-0.993949783855174
0.07375,11.55,-1.02333293336127
0.07375,11.56,-1.05211199764519
0.07375,11.57,-1.08030607018479
0.07375,11.58,-1.10793341673784
0.07375,11.59,-1.13501151707721
0.07375,11.6,-1.16155710418252
0.07375,11.61,-1.18758620106958
0.07375,11.62,-1.21311415541795
0.07375,11.63,-1.23815567215178
0.07375,11.64,-1.26272484410881
0.07375,11.65,-1.28683518092899
0.07375,11.66,-1.31049963628009
0.07375,11.67,-1.33373063353129
0.07375,11.68,-1.35654008997614
0.07375,11.69,-1.37893943969776
0.07375,11.7,-1.40093965516628
0.07375,11.71,-1.42255126764669
0.07375,11.72,-1.44378438649407
0.07375,11.73,-1.4646487174055
0.07375,11.74,-1.48515357969381
0.07375,11.75,-1.50530792264241
0.07375,11.76,-1.52512034099868
0.07375,11.77,-1.5445990896582
0.07375,11.78,-1.56375209758596
0.07375,11.79,-1.58258698102471
0.07375,11.8,-1.6011110560283
0.07375,11.81,-1.61933135036113
0.07375,11.82,-1.63725461480195
0.07375,11.83,-1.65488733388443
0.07375,11.84,-1.67223573610789
0.07375,11.85,-1.6893058036488
0.07375,11.86,-1.70610328159921
0.07375,11.87,-1.72263368676106
0.07375,11.88,-1.73890231602063
0.07375,11.89,-1.75491425432365
0.07375,11.9,-1.77067438227689
0.07375,11.91,-1.7861873833946
0.07375,11.92,-1.80145775100778
0.07375,11.93,-1.81648979485799
0.07375,11.94,-1.83128764738689
0.07375,11.95,-1.84585526974573
0.07375,11.96,-1.8601964575296
0.07375,11.97,-1.87431484626063
0.07375,11.98,-1.88821391662467
0.07375,11.99,-1.90189699948153
0.07375,12,-1.91536728065355
0.0825,8,-5.72820018516792
0.0825,8.01,-5.72279476439752
