"lumped_element_capacitance [pF]","Freq [GHz]","ang_deg(S(1,1)) [deg]"
0.065,9,81.5606828404716
0.065,9.04081632653061,81.9793488580885
0.065,9.08163265306122,82.3664554581023
0.065,9.12244897959184,82.7220685716898
0.065,9.16326530612245,83.0460899768389
0.065,9.20408163265306,83.3382599800424
0.065,9.24489795918367,83.5986858055597
0.065,9.28571428571428,83.8269666553894
0.065,9.3265306122449,84.021007545531
0.065,9.36734693877551,84.1805302173698
0.065,9.40816326530612,84.3044637743574
0.065,9.44897959183674,84.3913904269153
0.065,9.48979591836735,84.4396180991594
0.065,9.53061224489796,84.4471543059208
0.065,9.57142857142857,84.4116667580268
0.065,9.61224489795918,84.3304359959614
0.065,9.65306122448979,84.2002988536981
0.065,9.69387755102041,84.0175807077837
0.065,9.73469387755102,83.7780140220825
0.065,9.77551020408163,83.4766402112063
0.065,9.81632653061225,83.1076913136493
0.065,9.85714285714286,82.6644475722661
0.065,9.89795918367347,82.1390672325866
0.065,9.93877551020408,81.5223872309304
0.065,9.97959183673469,80.8037027493453
0.065,10.0204081632653,79.9705666433912
0.065,10.0612244897959,79.0087714956639
0.065,10.1020408163265,77.9031774135789
0.065,10.1428571428571,76.6424432949287
0.065,10.1836734693878,75.2437560073126
0.065,10.2244897959184,73.8503965638389
0.065,10.265306122449,72.2924696138649
0.065,10.3061224489796,69.8600592739483
0.065,10.3469387755102,67.1081832436406
0.065,10.3877551020408,64.045418472591
0.065,10.4285714285714,60.5677347324052
0.065,10.469387755102,56.593369648883
0.065,10.5102040816327,52.0568179147189
0.065,10.5510204081633,46.9128868714512
0.065,10.5918367346939,41.1502870207085
0.065,10.6326530612245,34.8099290767405
0.065,10.6734693877551,28.000526722174
0.065,10.7142857142857,20.9008737451182
0.065,10.7551020408163,13.7401653291846
0.065,10.7959183673469,6.75841459842101
0.065,10.8367346938776,0.162265355614364
0.065,10.8775510204082,-5.90506925442885
0.065,10.9183673469388,-11.3709985726
0.065,10.9591836734694,-16.2223717133243
0.065,11,-20.4863650207911
0.0722916666666667,9,80.4973956475937
0.0722916666666667,9.04081632653061,80.8740452119335
0.0722916666666667,9.08163265306122,81.2172386152414
0.0722916666666667,9.12244897959184,81.5267162155409
0.0722916666666667,9.16326530612245,81.8019736897822
0.0722916666666667,9.20408163265306,82.0421690244028
0.0722916666666667,9.24489795918367,82.2474000249413
0.0722916666666667,9.28571428571428,82.4188656205695
0.0722916666666667,9.3265306122449,82.5507379569168
0.0722916666666667,9.36734693877551,82.642791004381
0.0722916666666667,9.40816326530612,82.6936108012931
0.0722916666666667,9.44897959183674,82.7010388491366
0.0722916666666667,9.48979591836735,82.6624705941446
0.0722916666666667,9.53061224489796,82.5748423110653
0.0722916666666667,9.57142857142857,82.4345687669811
0.0722916666666667,9.61224489795918,82.2374608336096
0.0722916666666667,9.65306122448979,81.9786243866148
0.0722916666666667,9.69387755102041,81.652337253424
0.0722916666666667,9.73469387755102,81.2518993655699
0.0722916666666667,9.77551020408163,80.7694500493028
0.0722916666666667,9.81632653061225,80.1957452101235
0.0722916666666667,9.85714285714286,79.5198862472769
0.0722916666666667,9.89795918367347,78.7289926937761
0.0722916666666667,9.93877551020408,77.8078141545058
0.0722916666666667,9.97959183673469,76.7382910776746
0.0722916666666667,10.0204081632653,75.4991207629351
0.0722916666666667,10.0612244897959,74.0655468245023
0.0722916666666667,10.1020408163265,72.4102127591426
0.0722916666666667,10.1428571428571,70.5087081791792
0.0722916666666667,10.1836734693878,68.3674049206217
0.0722916666666667,10.2244897959184,66.1174816246936
0.0722916666666667,10.265306122449,63.4644317195724
0.0722916666666667,10.3061224489796,59.6882582233782
0.0722916666666667,10.3469387755102,55.426509045407
0.0722916666666667,10.3877551020408,50.6426143313296
0.0722916666666667,10.4285714285714,45.2283562714018
0.0722916666666667,10.469387755102,39.1466596249587
0.0722916666666667,10.5102040816327,32.436629421166
0.0722916666666667,10.5510204081633,25.225149443167
0.0722916666666667,10.5918367346939,17.7254588889436
0.0722916666666667,10.6326530612245,10.2077733818121
0.0722916666666667,10.6734693877551,2.94585922140251
0.0722916666666667,10.7142857142857,-3.83754066994481
0.0722916666666667,10.7551020408163,-10.0021310300376
0.0722916666666667,10.7959183673469,-15.4911458088933
0.0722916666666667,10.8367346938776,-20.3121939158087
0.0722916666666667,10.8775510204082,-24.5124842466701
0.0722916666666667,10.9183673469388,-28.1578929324301
0.0722916666666667,10.9591836734694,-31.3188548458331
0.0722916666666667,11,-34.0623135214395
0.0795833333333333,9,79.418987174113
0.0795833333333333,9.04081632653061,79.7491463669672
0.0795833333333333,9.08163265306122,80.0432842866223
0.0795833333333333,9.12244897959184,80.3007113448908
0.0795833333333333,9.16326530612245,80.5203640800541
0.0795833333333333,9.20408163265306,80.700526587072
0.0795833333333333,9.24489795918367,80.8411313108071
0.0795833333333333,9.28571428571428,80.9465156832162
0.0795833333333333,9.3265306122449,81.0050455282374
0.0795833333333333,9.36734693877551,81.0163788629553
0.0795833333333333,9.40816326530612,80.9786853530066
0.0795833333333333,9.44897959183674,80.8887441995113
0.0795833333333333,9.48979591836735,80.7425984917484
0.0795833333333333,9.53061224489796,80.5355643012299
0.0795833333333333,9.57142857142857,80.2621272024301
0.0795833333333333,9.61224489795918,79.9157952950755
0.0795833333333333,9.65306122448979,79.488914118887
0.0795833333333333,9.69387755102041,78.9724374388804
0.0795833333333333,9.73469387755102,78.355643932658
0.0795833333333333,9.77551020408163,77.6257870993487
0.0795833333333333,9.81632653061225,76.7676633864796
