"Freq [GHz]","mag(S(2,1)) []"
8,0.998865221226449
8.05714285714286,0.998839629182162
8.11428571428571,0.998802745054206
8.17142857142857,0.998753913587055
8.22857142857143,0.998692293465095
8.28571428571429,0.998616825304187
8.34285714285714,0.998526190302991
8.4,0.998418756824086
8.45714285714286,0.998292511162077
8.51428571428571,0.998144967328987
8.57142857142857,0.997973048638302
8.62857142857143,0.997772930897766
8.68571428571429,0.997539832626493
8.74285714285714,0.997267731131099
8.8,0.996948973227941
8.85714285714286,0.996573733777793
8.91428571428571,0.996129250411585
8.97142857142857,0.995598722597392
9.02857142857143,0.994959696288678
9.08571428571429,0.99418164103164
9.14285714285714,0.993222224944336
9.2,0.992021425870541
9.25714285714286,0.990491922176571
9.31428571428571,0.988502833824249
9.37142857142857,0.985851036041073
9.42857142857143,0.982208018078415
9.48571428571429,0.977015633344751
9.54285714285714,0.9692672211964
9.6,0.957009455168556
9.65714285714286,0.936096141782302
9.71428571428571,0.896733189898581
9.77142857142857,0.813213626624736
9.82857142857143,0.620785804702132
9.88571428571428,0.346675752364186
9.94285714285714,0.575062428631735
10,0.79491835729886
10.0571428571429,0.890371737021097
10.1142857142857,0.934093912591404
10.1714285714286,0.956701967011835
10.2285714285714,0.969653432995915
10.2857142857143,0.977682188488164
10.3428571428571,0.982970710248953
10.4,0.986623475245686
10.4571428571429,0.989243563440119
10.5142857142857,0.991181334445384
10.5714285714286,0.99265099618975
10.6285714285714,0.993789216958478
10.6857142857143,0.994686390977703
10.7428571428571,0.995404175279091
10.8,0.995985758652301
10.8571428571429,0.996462102783421
10.9142857142857,0.996855860572524
10.9714285714286,0.997183907327597
11.0285714285714,0.997459017666895
11.0857142857143,0.997691001624523
11.1428571428571,0.997887489818354
11.2,0.998054485630256
11.2571428571429,0.998196759274091
11.3142857142857,0.998318132041684
11.3714285714286,0.998421681974264
11.4285714285714,0.998509890537048
11.4857142857143,0.998584740644674
11.5428571428571,0.99864776663554
11.6,0.998700041544768
11.6571428571429,0.998742054138008
11.7142857142857,0.998773341377668
11.7714285714286,0.99879147558094
11.8285714285714,0.998789046567313
11.8857142857143,0.99874304049498
11.9428571428571,0.998565816903546
12,0.997743940463623
